additional_search_metadata,categories,glyph_order,NEW_PUAs,Non_modifiable,protected_symbol_notes,RTL_extension,semantic_name_1,semantic_name_2,semantic_name_3,short_name,character,unicodes
,,508,100310,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,not.uploaded.to.icloud.fill,,,icloud.slash.fill,􀌐,XXXXX
,,509,100311,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,icloud.upload.error,,,exclamationmark.icloud,􀌑,XXXXX
,,510,100312,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,icloud.upload.error.fill,,,exclamationmark.icloud.fill,􀌒,XXXXX
,,511,100313,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,removed.from.icloud,,,xmark.icloud,􀌓,XXXXX
,nature,511,100811,FALSE,,,,,,drop,􀠑,XXXXX
,,512,100314,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,removed.from.icloud.fill,,,xmark.icloud.fill,􀌔,XXXXX
,nature,512,100812,FALSE,,,,,,drop.fill,􀠒,XXXXX
,,513,10049E,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,icloud.attachement,,,link.icloud,􀒞,NO
,,514,10049F,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,icloud.attachement.fill,,,link.icloud.fill,􀒟,NO
,,515,10063F,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,disconnected.from.icloud,,,bolt.horizontal.icloud,􀘿,NO
,,516,100640,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,disconnected.from.icloud.fill,,,bolt.horizontal.icloud.fill,􀙀,NO
,,517,100673,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,,,,person.icloud,􀙳,NO
,,518,100674,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,,,,person.icloud.fill,􀙴,NO
,,519,100675,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,,,,lock.icloud,􀙵,NO
,,520,100676,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,,,,lock.icloud.fill,􀙶,NO
,,521,100677,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,,,,arrow.clockwise.icloud,􀙷,NO
,,521,100A85,FALSE,,,,,,play.slash,play.slash,XXXXX
,,522,100678,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,,,,arrow.clockwise.icloud.fill,􀙸,NO
,,522,100A86,FALSE,,,,,,play.slash.fill,􀪆,XXXXX
,,523,100679,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,,,,arrow.counterclockwise.icloud,􀙹,NO
,,524,10067A,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,,,,arrow.counterclockwise.icloud.fill,􀙺,NO
,,525,100315,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,icloud.download,,,icloud.and.arrow.down,􀌕,XXXXX
,,526,100316,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,icloud.download.fill,,,icloud.and.arrow.down.fill,􀌖,XXXXX
,,529,100317,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,icloud.upload,,,icloud.and.arrow.up,􀌗,XXXXX
,,530,100318,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,icloud.upload.fill,,,icloud.and.arrow.up.fill,􀌘,XXXXX
,media,533,100899,FALSE,,,,,,record.circle,􀢙,XXXXX
,nature,534,10031A,FALSE,,,report.issue,,,ant,􀌚,XXXXX
,media,534,10089A,FALSE,,,,,,record.circle.fill,􀢚,XXXXX
,nature,535,10031B,FALSE,,,report.issue.fill,,,ant.fill,􀌛,XXXXX
,nature,536,10031C,FALSE,,,report.issue.circle,,,ant.circle,􀌜,XXXXX
,nature,537,10031D,FALSE,,,report.issue.circle.fill,,,ant.circle.fill,􀌝,XXXXX
,objects & tools,540,10074C,FALSE,,,flashlight.fill,,,flashlight.off.fill,􀝌,NO
,objects & tools,541,10078B,FALSE,,,,,,flashlight.on.fill,􀞋,NO
,objects & tools,542,10031E,FALSE,,,camera,,,camera,􀌞,XXXXX
,objects & tools,543,10031F,FALSE,,,camera.fill,,,camera.fill,􀌟,XXXXX
,objects & tools,544,100320,FALSE,,,camera.circle,,,camera.circle,􀌠,XXXXX
,objects & tools,545,100321,FALSE,,,camera.circle.fill,,,camera.circle.fill,􀌡,XXXXX
,objects & tools,546,100322,FALSE,,,switch.camera,,,camera.rotate,􀌢,XXXXX
,objects & tools,547,100323,FALSE,,,switch.camera.fill,,,camera.rotate.fill,􀌣,XXXXX
,media,549,100A68,FALSE,,,,,,backward.frame,􀩨,XXXXX
,objects & tools,550,100741,FALSE,,,,,,camera.on.rectangle,􀝁,NO
,media,550,100A69,FALSE,,,,,,backward.frame.fill,􀩩,XXXXX
,objects & tools,551,100742,FALSE,,,,,,camera.on.rectangle.fill,􀝂,NO
,media,551,100A6A,FALSE,,,,,,forward.frame,􀩪,XXXXX
,communication,552,100324,TRUE,This symbol may not be modified and may only be used to refer to Apple’s Messages app.,,message,,,message,􀌤,XXXXX
,media,552,100A6B,FALSE,,,,,,forward.frame.fill,􀩫,XXXXX
,communication,553,100325,TRUE,This symbol may not be modified and may only be used to refer to Apple’s Messages app.,,message.fill,,,message.fill,􀌥,XXXXX
,communication,554,100326,TRUE,This symbol may not be modified and may only be used to refer to Apple’s Messages app.,,message.circle,,,message.circle,􀌦,XXXXX
,communication,555,100327,TRUE,This symbol may not be modified and may only be used to refer to Apple’s Messages app.,,message.circle.fill,,,message.circle.fill,􀌧,XXXXX
,,555,1008A1,FALSE,,,,,,eject.circle,􀢡,XXXXX
,,556,1008A2,FALSE,,,,,,eject.circle.fill,􀢢,XXXXX
,,559,1008CA,FALSE,,,,,,mount,􀣊,XXXXX
,communication,560,100328,FALSE,,,comment.right,,,bubble.right,􀌨,XXXXX
,,560,1008A3,FALSE,,,,,,mount.fill,􀢣,XXXXX
,communication,561,100329,FALSE,,,comment.right.fill,,,bubble.right.fill,􀌩,XXXXX
,communication,562,10032A,FALSE,,,comment.left,,,bubble.left,􀌪,XXXXX
,communication,563,10032B,FALSE,,,comment.left.fill,,,bubble.left.fill,􀌫,XXXXX
,communication,564,10032C,FALSE,,,report,,,exclamationmark.bubble,􀌬,XXXXX
,communication,565,10032D,FALSE,,,report.fill,,,exclamationmark.bubble.fill,􀌭,XXXXX
,communication,566,10032E,FALSE,,,,,,quote.bubble,􀌮,XXXXX
,communication,567,10032F,FALSE,,,,,,quote.bubble.fill,􀌯,XXXXX
,communication,568,100330,FALSE,,,,,,t.bubble,􀌰,XXXXX
,communication,569,100331,FALSE,,,,,,t.bubble.fill,􀌱,XXXXX
,communication,570,100332,FALSE,,,comment.lines,,,text.bubble,􀌲,XXXXX
,communication,571,100333,FALSE,,,comment.lines.fill,,,text.bubble.fill,􀌳,XXXXX
,,571,100BE0,FALSE,,,,,,infinity,􀯠,XXXXX
,communication,572,100334,FALSE,,,captions,,,captions.bubble,􀌴,XXXXX
,communication,573,100335,FALSE,,,captions.fill,,,captions.bubble.fill,􀌵,XXXXX
,communication,574,100336,FALSE,,,comment,,,plus.bubble,􀌶,XXXXX
,,574,100B32,FALSE,,,,,,megaphone,􀬲,XXXXX
,communication,575,100337,FALSE,,,comment.fill,,,plus.bubble.fill,􀌷,XXXXX
,,575,100B33,FALSE,,,,,,megaphone.fill,􀬳,XXXXX
,communication,576,10057A,FALSE,,,,,,ellipses.bubble,􀕺,NO
,communication,577,10057B,FALSE,,,,,,ellipses.bubble.fill,􀕻,NO
,,578,100338,FALSE,,,,,,bubble.middle.bottom,􀌸,XXXXX
,,579,100339,FALSE,,,,,,bubble.middle.bottom.fill,􀌹,XXXXX
,,580,100AE0,FALSE,,,,,,speaker.slash.circle,􀫠,XXXXX
,,581,100AE1,FALSE,,,,,,speaker.slash.circle.fill,􀫡,XXXXX
,,582,10033C,FALSE,,,,,,bubble.middle.top,􀌼,XXXXX
,,583,10033D,FALSE,,,,,,bubble.middle.top.fill,􀌽,XXXXX
,communication,584,1004A4,FALSE,,,conversation,,,bubble.left.and.bubble.right,􀒤,NO
,communication,585,100632,FALSE,,,conversation.fill,,,bubble.left.and.bubble.right.fill,􀘲,NO
,communication,586,10033E,FALSE,,,call,,,phone,􀌾,XXXXX
,communication,587,10033F,FALSE,,,call.fill,,,phone.fill,􀌿,XXXXX
,communication,588,1004A5,FALSE,,,call.circle,,,phone.circle,􀒥,NO
,communication,589,1004A6,FALSE,,,call.circle.fill,,,phone.circle.fill,􀒦,NO
,communication,590,10058E,FALSE,,,add.to.call,,,phone.badge.plus,􀖎,NO
,communication,591,10058F,FALSE,,,add.to.call,,,phone.fill.badge.plus,􀖏,NO
,communication,592,100340,FALSE,,,outgoing.call,,,phone.arrow.up.right,􀍀,XXXXX
,communication,593,100341,FALSE,,,outgoing.call,,,phone.fill.arrow.up.right,􀍁,XXXXX
,communication,594,100342,FALSE,,,incoming.call,,,phone.arrow.down.left,􀍂,XXXXX
,objects & tools,594,1002A4,FALSE,,,volume.low,,,speaker.wave.1,􀊤,XXXXX
,communication,595,100343,FALSE,,,incoming.call,,,phone.fill.arrow.down.left,􀍃,XXXXX
,objects & tools,595,1002A5,FALSE,,,volume.low.fill,,,speaker.wave.1.fill,􀊥,XXXXX
,communication,596,100344,FALSE,,,call.forwarding,,,phone.arrow.right,􀍄,XXXXX
,objects & tools,596,1002A6,FALSE,,,volume.high,,,speaker.wave.2,􀊦,XXXXX
,communication,597,100345,FALSE,,,call.forwarding,,,phone.fill.arrow.right,􀍅,XXXXX
,objects & tools,597,1002A7,FALSE,,,volume.high.fill,,,speaker.wave.2.fill,􀊧,XXXXX
,communication,598,100346,FALSE,,,hang.up,,,phone.down,􀍆,XXXXX
,objects & tools,598,100951,FALSE,,,,,,speaker.wave.2.circle,􀥑,XXXXX
,communication,599,100347,FALSE,,,hang.up.fill,,,phone.down.fill,􀍇,XXXXX
,objects & tools,599,100952,FALSE,,,,,,speaker.wave.2.circle.fill,􀥒,XXXXX
,communication,600,1004A7,FALSE,,,hang.up.circle,,,phone.down.circle,􀒧,NO
,objects & tools,600,1002A8,FALSE,,,volume.highest,,,speaker.wave.3,􀊨,XXXXX
,communication,601,1004A8,FALSE,,,hang.up.circle.fill,,,phone.down.circle.fill,􀒨,NO
,objects & tools,601,1002A9,FALSE,,,volume.highest.fill,,,speaker.wave.3.fill,􀊩,XXXXX
,communication,602,100348,TRUE,This symbol may not be modified and may only be used to refer to Apple’s Teletype feature.,,tty,,,teletype,􀍈,XXXXX
,communication,605,100670,TRUE,This symbol may not be modified and may only be used to refer to Apple’s real-time text feature.,,,,,teletype.answer,􀙰,NO
facetime,communication,606,100349,TRUE,This symbol may not be modified and may only be used to refer to Apple’s FaceTime app.,,facetime.video.call,video.camera,,video,􀍉,XXXXX
facetime,communication,607,10034A,TRUE,This symbol may not be modified and may only be used to refer to Apple’s FaceTime app.,,facetime.video.call.fill,video.camera.fill,,video.fill,􀍊,XXXXX
facetime,communication,608,10034B,TRUE,This symbol may not be modified and may only be used to refer to Apple’s FaceTime app.,,facetime.video.call.circle,video.camera.circle,,video.circle,􀍋,XXXXX
facetime,communication,609,10034C,TRUE,This symbol may not be modified and may only be used to refer to Apple’s FaceTime app.,,facetime.video.call.circle.fill,video.camera.circle.fill,,video.circle.fill,􀍌,XXXXX
facetime,communication,610,10034D,TRUE,This symbol may not be modified and may only be used to refer to Apple’s FaceTime app.,,video.camera.off,,,video.slash,􀍍,XXXXX
facetime,communication,611,10034E,TRUE,This symbol may not be modified and may only be used to refer to Apple’s FaceTime app.,,video.camera.off.fill,,,video.slash.fill,􀍎,XXXXX
facetime,communication,612,10072E,TRUE,This symbol may not be modified and may only be used to refer to Apple’s FaceTime app.,,,,,video.badge.plus,􀜮,NO
facetime,communication,613,10072F,TRUE,This symbol may not be modified and may only be used to refer to Apple’s FaceTime app.,,,,,video.badge.plus.fill,􀜯,NO
facetime,communication,614,10034F,TRUE,This symbol may not be modified and may only be used to refer to Apple’s FaceTime app.,,outgoing.facetime.video.call,,,arrow.up.right.video,􀍏,XXXXX
facetime,communication,615,100350,TRUE,This symbol may not be modified and may only be used to refer to Apple’s FaceTime app.,,outgoing.facetime.video.call.fill,,,arrow.up.right.video.fill,􀍐,XXXXX
facetime,communication,616,100351,TRUE,This symbol may not be modified and may only be used to refer to Apple’s FaceTime app.,,incoming.facetime.video.call,,,arrow.down.left.video,􀍑,XXXXX
facetime,communication,617,100352,TRUE,This symbol may not be modified and may only be used to refer to Apple’s FaceTime app.,,incoming.facetime.video.call.fill,,,arrow.down.left.video.fill,􀍒,XXXXX
facetime,communication,618,100353,TRUE,This symbol may not be modified and may only be used to refer to Apple’s FaceTime app.,,facetime.unavailable,,,questionmark.video,􀍓,XXXXX
facetime,communication,619,100354,TRUE,This symbol may not be modified and may only be used to refer to Apple’s FaceTime app.,,facetime.unavailable.fill,,,questionmark.video.fill,􀍔,XXXXX
facetime,communication,620,100642,TRUE,This symbol may not be modified and may only be used to refer to Apple’s FaceTime app.,rtl,facetime.unavailable.rtl,,,questionmark.video.rtl,􀙂,NO
facetime,communication,621,100643,TRUE,This symbol may not be modified and may only be used to refer to Apple’s FaceTime app.,rtl,facetime.unavailable.fill.rtl,,,questionmark.video.fill.rtl,􀙃,NO
mail,communication,622,100355,FALSE,,,get.mail,compose.mail,,envelope,􀍕,XXXXX
,,622,100AC0,FALSE,,,,,,music.quarternote.3,􀫀,XXXXX
mail,communication,623,100356,FALSE,,,get.mail.fill,compose.mail.fill,,envelope.fill,􀍖,XXXXX
mail,communication,624,100357,FALSE,,,get.mail.circle,compose.mail.circle,,envelope.circle,􀍗,XXXXX
,,624,1008C1,FALSE,,,,,,arrow.rectanglepath,􀣁,XXXXX
mail,communication,625,100358,FALSE,,,get.mail.circle.fill,compose.mail.circle.fill,,envelope.circle.fill,􀍘,XXXXX
mail,communication,628,100359,FALSE,,,mark.read,,,envelope.open,􀍙,XXXXX
mail,communication,629,10035A,FALSE,,,mark.read.fill,,,envelope.open.fill,􀍚,XXXXX
mail,communication,630,10035B,FALSE,,,mark.unread,,,envelope.badge,􀍛,XXXXX
mail,communication,631,10035C,FALSE,,,mark.unread.fill,,,envelope.badge.fill,􀍜,XXXXX
,objects & tools,634,10035F,FALSE,,,settings,,,gear,􀍟,XXXXX
,"commerce, editing",636,100664,FALSE,,,signature,,,signature,􀙤,NO
,"objects & tools, editing",637,100248,FALSE,,,cut,,,scissors,􀉈,XXXXX
,"objects & tools, editing",638,1007B7,FALSE,,,,,,scissors.badge.ellipsis,􀞷,NO
,,639,100360,FALSE,,,more,,,ellipsis,􀍠,XXXXX
,,640,100361,FALSE,,,more.circle,,,ellipsis.circle,􀍡,XXXXX
,,641,100362,FALSE,,,more.circle.fill,,,ellipsis.circle.fill,􀍢,XXXXX
,commerce,642,100363,FALSE,,,shopping.bag,,,bag,􀍣,XXXXX
,commerce,643,100364,FALSE,,,shopping.bag.fill,,,bag.fill,􀍤,XXXXX
,commerce,646,100365,FALSE,,,add.to.shopping.bag,,,bag.badge.plus,􀍥,XXXXX
,commerce,647,100366,FALSE,,,add.to.shopping.bag,,,bag.fill.badge.plus,􀍦,XXXXX
,commerce,648,100367,FALSE,,,remove.from.shopping.bag,,,bag.badge.minus,􀍧,XXXXX
,commerce,649,100368,FALSE,,,remove.from.shopping.bag,,,bag.fill.badge.minus,􀍨,XXXXX
,commerce,650,100369,FALSE,,,shopping.cart,,,cart,􀍩,XXXXX
,commerce,651,10036A,FALSE,,,shopping.cart.fill,,,cart.fill,􀍪,XXXXX
,commerce,654,10036B,FALSE,,,add.to.shopping.cart,,,cart.badge.plus,􀍫,XXXXX
,commerce,655,10036C,FALSE,,,add.to.shopping.cart,,,cart.fill.badge.plus,􀍬,XXXXX
,commerce,656,10036D,FALSE,,,remove.from.shopping.cart,,,cart.badge.minus,􀍭,XXXXX
,commerce,657,10036E,FALSE,,,remove.from.shopping.cart,,,cart.fill.badge.minus,􀍮,XXXXX
,commerce,658,10036F,FALSE,,,card,,,creditcard,􀍯,XXXXX
,commerce,659,100370,FALSE,,,card.fill,,,creditcard.fill,􀍰,XXXXX
,"objects & tools, editing",662,100371,FALSE,,,enhance,,,wand.and.rays,􀍱,XXXXX
,"objects & tools, editing",663,100372,FALSE,,,enhance.inverse,,,wand.and.rays.inverse,􀍲,XXXXX
,"objects & tools, editing",664,10070D,FALSE,,,,,,wand.and.stars,􀜍,NO
,"objects & tools, editing",665,10070E,FALSE,,,,,,wand.and.stars.inverse,􀜎,NO
,"objects & tools, editing",666,100373,FALSE,,,crop,,,crop,􀍳,XXXXX
,"objects & tools, editing",667,100374,FALSE,,,crop.and.rotate,,,crop.rotate,􀍴,XXXXX
,"objects & tools, editing",670,10037A,FALSE,,,adjust,,,dial,􀍺,XXXXX
,"objects & tools, editing",671,10037B,FALSE,,,adjust.fill,,,dial.fill,􀍻,XXXXX
,,672,10037C,FALSE,,,stop,,,nosign,􀍼,XXXXX
,objects & tools,673,10037D,FALSE,,,dashboard,,,gauge,􀍽,XXXXX
,objects & tools,674,1004D3,FALSE,,,add.to.dashboard,,,gauge.badge.plus,􀓓,NO
,objects & tools,675,1.004E+10,FALSE,,,remove.from.dashboard,,,gauge.badge.minus,􀓧,NO
,apple,675,100ACA,TRUE,This symbol may not be modified and may only be used to refer to Apple’s Swift programming language.,,,,,swift,􀫊,XXXXX
,objects & tools,676,10037E,FALSE,,,speed,,,speedometer,􀍾,XXXXX
,objects & tools,678,10038C,FALSE,,,tempo,,,metronome,􀎌,XXXXX
,devices,682,10074E,FALSE,,,,,,hifispeaker,􀝎,NO
,devices,683,10074F,FALSE,,,,,,hifispeaker.fill,􀝏,NO
,objects & tools,684,100390,FALSE,,,,,,tuningfork,􀎐,XXXXX
,"objects & tools, editing",685,100391,FALSE,,,format,,,paintbrush,􀎑,XXXXX
,"objects & tools, editing",686,100392,FALSE,,,format.fill,,,paintbrush.fill,􀎒,XXXXX
,"objects & tools, health, editing",687,100393,FALSE,,,,,,bandage,􀎓,XXXXX
,"objects & tools, health, editing",688,100394,FALSE,,,,,,bandage.fill,􀎔,XXXXX
,,698,100B52,FALSE,,ar,,,,1.magnifyingglass.ar,􀊮,XXXXX
,objects & tools,698,100395,FALSE,,,,,,wrench,􀎕,XXXXX
,objects & tools,699,100396,FALSE,,,,,,wrench.fill,􀎖,XXXXX
,,699,100969,FALSE,,,,,,arrow.up.left.and.down.right.magnifyingglass,􀥩,XXXXX
,objects & tools,700,100644,FALSE,,,build,,,hammer,􀙄,NO
,,700,100B65,FALSE,,,,,,text.magnifyingglass,􀕹,XXXXX
,objects & tools,701,100645,FALSE,,,build.fill,,,hammer.fill,􀙅,NO
,editing,702,10090E,FALSE,,,,,,loupe,􀤎,XXXXX
,"objects & tools, editing",704,100397,FALSE,,,pick.color.empty,,,eyedropper,􀎗,XXXXX
,"objects & tools, editing",705,100398,FALSE,,,pick.color.halffull.halffull,,,eyedropper.halffull,􀎘,XXXXX
,"objects & tools, editing",706,100399,FALSE,,,pick.color.full.full,,,eyedropper.full,􀎙,XXXXX
,"objects & tools, devices",711,10039A,FALSE,,,print,,,printer,􀎚,XXXXX
,,711,100AF0,FALSE,,,,,,line.diagonal,􀫰,XXXXX
,"objects & tools, devices",712,10039B,FALSE,,,print.fill,,,printer.fill,􀎛,XXXXX
,,712,100AF1,FALSE,,,,,,line.diagonal.arrow,􀫱,XXXXX
,objects & tools,713,10039C,FALSE,,,,,,briefcase,􀎜,XXXXX
,objects & tools,714,10039D,FALSE,,,,,,briefcase.fill,􀎝,XXXXX
,,715,10039E,FALSE,,,home,,,house,􀎞,XXXXX
,,716,10039F,FALSE,,,home.fill,,,house.fill,􀎟,XXXXX
,,717,1004BC,FALSE,,,,,,music.house,􀒼,NO
,,718,1004BD,FALSE,,,,,,music.house.fill,􀒽,NO
,,718,100A96,FALSE,,,,,,circle.bottomhalf.fill,􀪖,25D2
,,719,100A97,FALSE,,,,,,circle.tophalf.fill,􀪗,25D3
,objects & tools,723,1003A0,FALSE,,,lock,,,lock,􀎠,XXXXX
,objects & tools,724,1003A1,FALSE,,,lock.fill,,,lock.fill,􀎡,XXXXX
,objects & tools,725,1004B2,FALSE,,,lock.circle,,,lock.circle,􀒲,NO
,editing,725,1004DE,FALSE,,,circular.selection,,,circle.dashed,􀓞,XXXXX
,objects & tools,726,1004B3,FALSE,,,lock.circle.fill,,,lock.circle.fill,􀒳,NO
,,726,1009D2,FALSE,,,,,,circle.dashed.inset.fill,􀧒,XXXXX
,objects & tools,727,1003A2,FALSE,,,lock.off,,,lock.slash,􀎢,XXXXX
,,727,1009D9,FALSE,,,,,,circlebadge,􀧙,XXXXX
,objects & tools,728,1003A3,FALSE,,,lock.off.fill,,,lock.slash.fill,􀎣,XXXXX
,,728,10071E,FALSE,,,,,,circlebadge.fill,􀜞,XXXXX
,objects & tools,729,1003A4,FALSE,,,unlock,,,lock.open,􀎤,XXXXX
,objects & tools,730,1003A5,FALSE,,,unlock.fill,,,lock.open.fill,􀎥,XXXXX
,objects & tools,731,100459,FALSE,,,lock.rotation,,,lock.rotation,􀑙,XXXXX
,objects & tools,732,10045A,FALSE,,,unlock.rotation,,,lock.rotation.open,􀑚,XXXXX
,connectivity,733,100647,FALSE,,,wifi,,,wifi,􀙇,NO
,,733,10088A,FALSE,,,,,,target,􀢊,XXXXX
,connectivity,734,100648,FALSE,,,wifi.off,,,wifi.slash,􀙈,NO
,connectivity,735,100665,FALSE,,,wifi.error,,,wifi.exclamationmark,􀙥,NO
,objects & tools,736,1003A6,FALSE,,,pin,,,pin,􀎦,XXXXX
,shapes,736,1009F6,FALSE,,,,,,capsule.portrait,􀧶,XXXXX
,objects & tools,737,1003A7,FALSE,,,pin.fill,,,pin.fill,􀎧,XXXXX
,shapes,737,1009F7,FALSE,,,,,,capsule.portrait.fill,􀧷,XXXXX
,objects & tools,738,1004B4,FALSE,,,pin.circle,,,pin.circle,􀒴,NO
,,738,100BB7,FALSE,,,,,,placeholdertext.fill,􀮷,100BB7
,objects & tools,739,1004B5,FALSE,,,pin.circle.fill,,,pin.circle.fill,􀒵,NO
,objects & tools,740,1003A8,FALSE,,,remove.pin,,,pin.slash,􀎨,XXXXX
,objects & tools,741,1003A9,FALSE,,,remove.pin.fill,,,pin.slash.fill,􀎩,XXXXX
,objects & tools,742,1003AA,FALSE,,,map.pin,,,mappin,􀎪,XXXXX
,objects & tools,743,100707,FALSE,,,map.pin.circle,,,mappin.circle,􀜇,NO
,,743,100A9A,FALSE,,,,,,square.bottomhalf.fill,􀪚,XXXXX
,objects & tools,744,100708,FALSE,,,map.pin.circle.fill,,,mappin.circle.fill,􀜈,NO
,,744,100A9B,FALSE,,,,,,square.tophalf.fill,􀪛,XXXXX
,objects & tools,745,100649,FALSE,,,remove.map.pin,,,mappin.slash,􀙉,NO
,objects & tools,746,1003AB,FALSE,,,remove.map.pin,,,mappin.and.ellipse,􀎫,XXXXX
,objects & tools,747,10064A,FALSE,,,show.map,,,map,􀙊,NO
,,747,1.008E+09,FALSE,,,,,,square.slash,􀣦,XXXXX
,objects & tools,748,10064B,FALSE,,,show.map.fill,,,map.fill,􀙋,NO
,,748,1.008E+10,FALSE,,,,,,square.slash.fill,􀣧,XXXXX
,apple,749,1003AC,TRUE,This symbol may not be modified and may only be used to refer to Apple’s Safari browser.,,safari,,,safari,􀎬,XXXXX
,apple,750,1003AD,TRUE,This symbol may not be modified and may only be used to refer to Apple’s Safari browser.,,safari.fill,,,safari.fill,􀎭,XXXXX
,editing,751,1003AE,FALSE,,,rotate.45deg.left,,,rotate.left,􀎮,XXXXX
,,751,1009FA,FALSE,,,,,,circle.square,􀧺,XXXXX
,editing,752,1003AF,FALSE,,,rotate.45deg.left.fill,,,rotate.left.fill,􀎯,XXXXX
,,752,1009FB,FALSE,,,,,,circle.fill.square.fill,􀧻,XXXXX
,editing,753,1003B0,FALSE,,,rotate.45deg.right,,,rotate.right,􀎰,XXXXX
,editing,753,1004D4,FALSE,,,rectangular.selection,,,square.dashed,􀮐,XXXXX
,editing,754,1003B1,FALSE,,,rotate.45deg.right.fill,,,rotate.right.fill,􀎱,XXXXX
,,754,1009D1,FALSE,,,,,,square.dashed.inset.fill,􀧑,XXXXX
,editing,755,100460,FALSE,,,crop,,,selection.pin.in.out,􀑠,XXXXX
,,755,100B49,FALSE,,,,,,questionmark.square.dashed,􀭉,XXXXX
,hardware,757,1003B2,FALSE,,,tv,,,tv,􀎲,XXXXX
,,757,1008EE,FALSE,,,,,,squareshape,􀪵,XXXXX
,hardware,758,1004B6,FALSE,,,tv.fill,,,tv.fill,􀒶,NO
,,758,1008EF,FALSE,,,,,,squareshape.fill,􀪶,XXXXX
,hardware,759,1003B3,FALSE,,,tv.circle,,,tv.circle,􀎳,XXXXX
,,759,100A62,FALSE,,,,,,squareshape.dashed.squareshape,􀩢,XXXXX
,hardware,760,1003B4,FALSE,,,tv.circle.fill,,,tv.circle.fill,􀎴,XXXXX
,,760,100AF4,FALSE,,,,,,squareshape.squareshape.dashed,􀫴,XXXXX
,hardware,761,1003B5,FALSE,,,music.video,,,tv.music.note,􀎵,XXXXX
,,761,100AB5,FALSE,,,,,,dot.squareshape,􀪵,XXXXX
,hardware,762,1004B7,FALSE,,,music.video.fill,,,tv.music.note.fill,􀒷,NO
,,762,100AB6,FALSE,,,,,,dot.squareshape.fill,􀪶,XXXXX
,hardware,763,100657,FALSE,,,,,,desktopcomputer,􀙗,NO
,apple,764,100461,TRUE,This symbol may not be modified and may only be used to refer to Apple’s AirPlay.,,airplay.video,,,airplayvideo,􀑡,XXXXX
,apple,765,100462,TRUE,This symbol may not be modified and may only be used to refer to Apple’s AirPlay.,,airplay.audio,,,airplayaudio,􀑢,XXXXX
,,767,1.008E+07,FALSE,,,,,,rectangle.slash,􀣤,XXXXX
,,768,1.008E+08,FALSE,,,,,,rectangle.slash.fill,􀣥,XXXXX
,connectivity,769,100319,FALSE,,,radio,,,dot.radiowaves.left.and.right,􀌙,XXXXX
,shapes,769,1007CF,FALSE,,,,,,rectangle.portrait,􀪨,XXXXX
,connectivity,770,100592,FALSE,,,,,,dot.radiowaves.right,􀖒,NO
,shapes,770,1007D0,FALSE,,,,,,rectangle.portrait.fill,􀡯,XXXXX
,connectivity,771,100671,FALSE,,,,,,radiowaves.left,􀙱,NO
,connectivity,772,100672,FALSE,,,,,,radiowaves.right,􀙲,NO
,"connectivity, objects & tools",773,100580,FALSE,,,cellular.data,,,antenna.radiowaves.left.and.right,􀖀,NO
,shapes,777,1007C8,FALSE,,,,,,diamond,􀟈,XXXXX
,shapes,778,1007C9,FALSE,,,,,,diamond.fill,􀟉,XXXXX
,shapes,779,1007CA,FALSE,,,,,,octagon,􀘯,XXXXX
,shapes,780,1007CB,FALSE,,,,,,octagon.fill,􀘰,XXXXX
,objects & tools,782,10046D,FALSE,,,genres,,,guitars,􀑭,XXXXX
,transportation,783,100658,FALSE,,,car,,,car,􀙘,NO
,transportation,784,100659,FALSE,,,car.fill,,,car.fill,􀙙,NO
,transportation,789,100747,FALSE,,,train.fill,,,tram.fill,􀝇,NO
,"objects & tools, health",793,100669,FALSE,,,bedtime,,,bed.double,􀙩,NO
,"objects & tools, health",794,10066A,FALSE,,,bedtime.fill,,,bed.double.fill,􀙪,NO
,nature,795,1004CE,FALSE,,,increase.speed,,,hare,􀓎,XXXXX
,nature,796,1004CF,FALSE,,,increase.speed.fill,,,hare.fill,􀓏,XXXXX
