additional_search_metadata,categories,glyph_order,NEW_PUAs,Non_modifiable,protected_symbol_notes,RTL_extension,semantic_name_1,semantic_name_2,semantic_name_3,short_name,character,unicodes
,,1129,1002F9,FALSE,,,remove.list,,,text.badge.minus,􀋹,XXXXX
,,1130,1002FA,FALSE,,,,,,text.badge.checkmark,􀋺,XXXXX
,,1131,1002FB,FALSE,,,,,,text.badge.xmark,􀋻,XXXXX
,,1132,1002FC,FALSE,,,wishlist,,,text.badge.star,􀋼,XXXXX
,,1133,1002FD,FALSE,,,move.to.top.of.list,,,text.insert,􀋽,XXXXX
,,1133,100B27,FALSE,,,,,,barometer,􀬧,XXXXX
,,1134,1002FE,FALSE,,,move.to.bottom.of.list,,,text.append,􀋾,XXXXX
,,1135,1002FF,FALSE,,,lyrics,,,text.quote,􀋿,XXXXX
,text formatting,1136,100300,FALSE,,,align.left,,,text.alignleft,􀌀,XXXXX
,objects & tools,1136,100815,FALSE,,,,,,metronome.fill,􀠕,XXXXX
,text formatting,1137,100301,FALSE,,,align.center,,,text.aligncenter,􀌁,XXXXX
,,1137,1009F0,FALSE,,,,,,amplifier,􀧰,XXXXX
,text formatting,1138,100302,FALSE,,,align.right,,,text.alignright,􀌂,XXXXX
,text formatting,1139,100303,FALSE,,,justify,,,text.justify,􀌃,XXXXX
,text formatting,1140,100304,FALSE,,,justify.left,,,text.justifyleft,􀌄,XXXXX
,text formatting,1141,100305,FALSE,,,justify.right,,,text.justifyright,􀌅,XXXXX
,,1141,1.009E+06,FALSE,,,,,,die.face.1,􀧣,2680
,editing,1142,100306,FALSE,,,edit,,,slider.horizontal.3,􀌆,XXXXX
,,1142,1.009E+07,FALSE,,,,,,die.face.1.fill,􀧤,XXXXX
,,1143,1.009E+08,FALSE,,,,,,die.face.2,􀧥,2681
,,1144,1.009E+09,FALSE,,,,,,die.face.2.fill,􀧦,XXXXX
,,1145,1.009E+10,FALSE,,,,,,die.face.3,􀧧,2682
,,1146,1.009E+11,FALSE,,,,,,die.face.3.fill,􀧨,XXXXX
,,1147,1.009E+12,FALSE,,,,,,die.face.4,􀧩,2683
,,1148,1009EA,FALSE,,,,,,die.face.4.fill,􀧪,XXXXX
,,1149,100307,FALSE,,,drag,,,line.horizontal.3,􀌇,XXXXX
,,1149,1009EB,FALSE,,,,,,die.face.5,􀧫,2684
,,1150,100713,FALSE,,,,,,line.horizontal.3.decrease,􀜓,NO
,,1150,1009EC,FALSE,,,,,,die.face.5.fill,􀧬,XXXXX
,,1151,100308,FALSE,,,filter,,,line.horizontal.3.decrease.circle,􀌈,XXXXX
,,1151,1009ED,FALSE,,,,,,die.face.6,􀧭,2685
,,1152,100309,FALSE,,,filter.fill,,,line.horizontal.3.decrease.circle.fill,􀌉,XXXXX
,,1152,1009EE,FALSE,,,,,,die.face.6.fill,􀧮,XXXXX
,,1153,100AD0,FALSE,,,,,,square.grid.3x3.fill.square,􀫐,XXXXX
,objects & tools,1154,10038F,FALSE,,,,,,pianokeys,􀎏,XXXXX
a,text formatting,1155,10014F,FALSE,,,,,,a,􀅏,XXXXX
aa,text formatting,1156,100150,FALSE,,,change.text.size,,,textformat.size,􀅐,XXXXX
aa,text formatting,1157,100151,FALSE,,,text.formatting,,,textformat.alt,􀅑,XXXXX
aa,text formatting,1158,100152,FALSE,,,text.formatting,,,textformat,􀅒,XXXXX
a,text formatting,1159,1.004E+04,FALSE,,,subscript,,,textformat.subscript,􀓡,NO
,"objects & tools, editing",1159,1008F6,FALSE,,,,,,paintbrush.pointed,􀣶,XXXXX
a,text formatting,1160,1.004E+05,FALSE,,,superscript,,,textformat.superscript,􀓢,NO
,"objects & tools, editing",1160,1008F7,FALSE,,,,,,paintbrush.pointed.fill,􀣷,XXXXX
,text formatting,1161,100153,FALSE,,,bold,,,bold,􀅓,XXXXX
,text formatting,1162,100154,FALSE,,,italic,,,italic,􀅔,XXXXX
,text formatting,1163,100155,FALSE,,,underline,,,underline,􀅕,XXXXX
,text formatting,1164,100156,FALSE,,,strike.through,,,strikethrough,􀅖,XXXXX
,text formatting,1165,100157,FALSE,,,text.formatting.biu,,,bold.italic.underline,􀅗,XXXXX
,objects & tools,1165,1007C0,FALSE,,,,,,ruler,􀟀,XXXXX
,text formatting,1166,100158,FALSE,,,text.formatting.bu,,,bold.underline,􀅘,XXXXX
,objects & tools,1166,1007C1,FALSE,,,,,,ruler.fill,􀟁,XXXXX
,,1167,100159,FALSE,,,show.in.2d,,,view.2d,􀅙,XXXXX
,,1168,10016A,FALSE,,,show.in.3d,,,view.3d,􀅪,XXXXX
,text formatting,1169,10016B,FALSE,,,insert.text,,,text.cursor,􀅫,XXXXX
,,1170,10016C,FALSE,,,function.fx,,,fx,􀅬,XXXXX
,objects & tools,1170,1007C2,FALSE,,,,,,level,􀟂,XXXXX
,,1171,10016D,FALSE,,,function.fstop,,,f.cursive,􀅭,XXXXX
,objects & tools,1171,1007C3,FALSE,,,,,,level.fill,􀟃,XXXXX
,,1172,100767,FALSE,,,,,,f.cursive.circle,􀝧,NO
,,1173,100768,FALSE,,,,,,f.cursive.circle.fill,􀝨,NO
,math,1174,10063D,FALSE,,,,,,sum,􀘽,NO
,math,1175,10063E,FALSE,,,,,,percent,􀘾,NO
,math,1176,10016E,FALSE,,,function,,,function,􀅮,XXXXX
,text formatting,1177,10016F,FALSE,,,,,,textformat.abc,􀅯,XXXXX
,text formatting,1178,100170,FALSE,,,underline,,,textformat.abc.dottedunderline,􀅰,XXXXX
,text formatting,1179,100171,FALSE,,,,,,textformat.123,􀅱,XXXXX
,,1181,100173,FALSE,,,info,,,info,􀅳,XXXXX
,,1182,100174,FALSE,,,info.circle,,,info.circle,􀅴,XXXXX
,,1183,100175,FALSE,,,info.circle.fill,,,info.circle.fill,􀅵,XXXXX
,text formatting,1184,100176,FALSE,,,insert.textbox,,,textbox,􀅶,XXXXX
,,1185,100177,FALSE,,,connect,,,at,􀅷,XXXXX
,objects & tools,1185,10090A,FALSE,,,,,,wrench.and.screwdriver,􀤊,XXXXX
,,1186,100178,FALSE,,,,,,at.badge.plus,􀅸,XXXXX
,objects & tools,1186,10090B,FALSE,,,,,,wrench.and.screwdriver.fill,􀤋,XXXXX
,,1187,100179,FALSE,,,,,,at.badge.minus,􀅹,XXXXX
,,1188,10014D,FALSE,,,,,,questionmark,􀅍,XXXXX
,indicies,1189,10005C,FALSE,,,,,,questionmark.circle,􀁜,XXXXX
,apple,1189,10092D,TRUE,This symbol may not be modified and may only be used to refer to Apple’s AppleScript language.,,,,,applescript,􀤭,XXXXX
,indicies,1190,10005D,FALSE,,,,,,questionmark.circle.fill,􀁝,XXXXX
,apple,1190,10092E,TRUE,This symbol may not be modified and may only be used to refer to Apple’s AppleScript language.,,,,,applescript.fill,􀤮,XXXXX
,indicies,1191,1000EC,FALSE,,,,,,questionmark.square,􀃬,XXXXX
,objects & tools,1191,10090F,FALSE,,,,,,scroll,􀤏,XXXXX
,indicies,1192,1000ED,FALSE,,,,,,questionmark.square.fill,􀃭,XXXXX
,objects & tools,1192,100910,FALSE,,,,,,scroll.fill,􀤐,XXXXX
,,1193,100122,FALSE,,,question,,,questionmark.diamond,􀄢,XXXXX
,objects & tools,1193,10077E,FALSE,,,,,,stethoscope,􀝾,XXXXX
,,1194,100123,FALSE,,,question.fill,,,questionmark.diamond.fill,􀄣,XXXXX
,,1195,10014E,FALSE,,,,,,exclamationmark,􀅎,XXXXX
,indicies,1196,10005E,FALSE,,,,,,exclamationmark.circle,􀁞,XXXXX
,indicies,1197,10005F,FALSE,,,,,,exclamationmark.circle.fill,􀁟,XXXXX
,indicies,1198,1000EE,FALSE,,,,,,exclamationmark.square,􀃮,XXXXX
,,1198,100ABE,FALSE,,,,,,printer.fill.and.paper.fill,􀪾,XXXXX
,indicies,1199,1000EF,FALSE,,,,,,exclamationmark.square.fill,􀃯,XXXXX
,,1199,100A9E,FALSE,,,,,,printer.dotmatrix,􀪞,XXXXX
"plus, add, create, new, increase",math,1200,10017C,FALSE,,,add,,,plus,􀅼,XXXXX
,,1200,100A9F,FALSE,,,,,,printer.dotmatrix.fill,􀪟,XXXXX
"plus, add, create, new, increase",math,1201,10004C,FALSE,,,add.circle,,,plus.circle,􀁌,2295
,,1201,100ABF,FALSE,,,,,,printer.dotmatrix.fill.and.paper.fill,􀪿,XXXXX
"plus, add, create, new, increase",math,1202,10004D,FALSE,,,add.circle.fill,,,plus.circle.fill,􀁍,XXXXX
,,1202,100A8A,FALSE,,,,,,scanner,􀪊,XXXXX
"plus, add, create, new, increase",math,1203,1000DC,FALSE,,,add.square,,,plus.square,􀃜,XXXXX
,,1203,100A8B,FALSE,,,,,,scanner.fill,􀪋,XXXXX
"plus, add, create, new, increase",math,1204,1000DD,FALSE,,,add.square.fill,,,plus.square.fill,􀃝,XXXXX
,,1204,100A8C,FALSE,,,,,,faxmachine,􀪌,XXXXX
"minus, subtract, decrease, delete, remove",math,1205,10017D,FALSE,,,remove,,,minus,􀅽,XXXXX
"minus, subtract, decrease, delete, remove",math,1206,10004E,FALSE,,,remove.circle,,,minus.circle,􀁎,2296
"minus, subtract, decrease, delete, remove",math,1207,10004F,FALSE,,,remove.circle.fill,,,minus.circle.fill,􀁏,XXXXX
"minus, subtract, decrease, delete, remove",math,1208,1000DE,FALSE,,,remove.square,,,minus.square,􀃞,XXXXX
"minus, subtract, decrease, delete, remove",math,1209,1000DF,FALSE,,,remove.square.fill,,,minus.square.fill,􀃟,XXXXX
,math,1210,1006FA,FALSE,,,,,,plusminus,􀛺,NO
,objects & tools,1210,100BE1,FALSE,,,,,,case,􀯡,XXXXX
,math,1211,100376,FALSE,,,exposure,,,plusminus.circle,􀍶,XXXXX
,objects & tools,1211,100BE2,FALSE,,,,,,case.fill,􀯢,XXXXX
,math,1212,10061D,FALSE,,,exposure.fill,,,plusminus.circle.fill,􀘝,NO
,objects & tools,1212,10089F,FALSE,,,,,,latch.2.case,􀢟,XXXXX
,math,1213,10017A,FALSE,,,,,,plus.slash.minus,􀅺,XXXXX
,objects & tools,1213,1008A0,FALSE,,,,,,latch.2.case.fill,􀢠,XXXXX
,math,1214,10017B,FALSE,,,,,,minus.slash.plus,􀅻,XXXXX
"first aid kit, kit, firstaid, medical",health,1214,100BD9,FALSE,,,,,,cross.case,􀯙,XXXXX
"multiply, times",math,1215,10017E,FALSE,,,,,,multiply,􀅾,XXXXX
"first aid kit, kit, firstaid, medical",health,1215,100BDA,FALSE,,,,,,cross.case.fill,􀯚,XXXXX
"multiply, times",math,1216,100050,FALSE,,,,,,multiply.circle,􀁐,2297
"multiply, times",math,1217,100051,FALSE,,,,,,multiply.circle.fill,􀁑,XXXXX
"multiply, times",math,1218,1E+03,FALSE,,,,,,multiply.square,􀃠,XXXXX
,objects & tools,1218,10091A,FALSE,,,,,,puzzlepiece,􀤚,XXXXX
"multiply, times",math,1219,1E+04,FALSE,,,,,,multiply.square.fill,􀃡,XXXXX
,objects & tools,1219,10091B,FALSE,,,,,,puzzlepiece.fill,􀤛,XXXXX
,math,1220,10017F,FALSE,,,,,,divide,􀅿,XXXXX
,apple,1220,100800,TRUE,This symbol may not be modified and may only be used to refer to Apple’s HomeKit.,,,,,homekit,􀠀,XXXXX
,math,1221,100052,FALSE,,,,,,divide.circle,􀁒,XXXXX
,math,1222,100053,FALSE,,,,,,divide.circle.fill,􀁓,XXXXX
,math,1223,1E+05,FALSE,,,,,,divide.square,􀃢,XXXXX
,math,1224,1E+06,FALSE,,,,,,divide.square.fill,􀃣,XXXXX
,math,1225,100180,FALSE,,,,,,equal,􀆀,XXXXX
,math,1226,100054,FALSE,,,,,,equal.circle,􀁔,XXXXX
,math,1227,100055,FALSE,,,,,,equal.circle.fill,􀁕,XXXXX
,,1227,100946,FALSE,,,,,,house.circle,􀥆,XXXXX
,math,1228,1E+07,FALSE,,,,,,equal.square,􀃤,XXXXX
,,1228,100947,FALSE,,,,,,house.circle.fill,􀥇,XXXXX
,math,1229,1E+08,FALSE,,,,,,equal.square.fill,􀃥,XXXXX
,math,1230,100181,FALSE,,,,,,lessthan,􀆁,XXXXX
,math,1231,100058,FALSE,,,,,,lessthan.circle,􀁘,XXXXX
,,1231,1004BC,FALSE,,,,,,music.note.house,􀒼,XXXXX
,math,1232,100059,FALSE,,,,,,lessthan.circle.fill,􀁙,XXXXX
,,1232,1004BD,FALSE,,,,,,music.note.house.fill,􀒽,XXXXX
,math,1233,1E+09,FALSE,,,,,,lessthan.square,􀃦,XXXXX
library,,1233,100928,FALSE,,,,,,building.columns,􀤨,XXXXX
,math,1234,1E+10,FALSE,,,,,,lessthan.square.fill,􀃧,XXXXX
library,,1234,100929,FALSE,,,,,,building.columns.fill,􀤩,XXXXX
,math,1235,100182,FALSE,,,,,,greaterthan,􀆂,XXXXX
,,1235,1007FB,FALSE,,,,,,square.split.bottomrightquarter,􀟻,XXXXX
,math,1236,100056,FALSE,,,,,,greaterthan.circle,􀁖,XXXXX
,,1236,1007FC,FALSE,,,,,,square.split.bottomrightquarter.fill,􀟼,XXXXX
,math,1237,100057,FALSE,,,,,,greaterthan.circle.fill,􀁗,XXXXX
,,1237,100B85,FALSE,,,,,,building,􀮅,XXXXX
,math,1238,1E+11,FALSE,,,,,,greaterthan.square,􀃨,XXXXX
,,1238,100B86,FALSE,,,,,,building.fill,􀮆,XXXXX
,math,1239,1E+12,FALSE,,,,,,greaterthan.square.fill,􀃩,XXXXX
,,1239,100752,FALSE,,,business,,,building.2,􀝒,XXXXX
,,1240,10065A,FALSE,,,embed.code,,,chevron.left.slash.chevron.right,􀙚,NO
,,1240,100753,FALSE,,,business.fill,,,building.2.fill,􀝓,XXXXX
,math,1241,100183,FALSE,,,,,,number,􀆃,XXXXX
,,1241,100754,FALSE,,,business.circle,,,building.2.crop.circle,􀝔,XXXXX
,math,1242,10005A,FALSE,,,,,,number.circle,􀁚,XXXXX
,,1242,100755,FALSE,,,business.circle.fill,,,building.2.crop.circle.fill,􀝕,XXXXX
,math,1243,10005B,FALSE,,,,,,number.circle.fill,􀁛,XXXXX
,math,1244,1000EA,FALSE,,,,,,number.square,􀃪,XXXXX
,math,1245,1000EB,FALSE,,,,,,number.square.fill,􀃫,XXXXX
,math,1246,1004EA,FALSE,,,function.x,,,x.squareroot,􀓪,NO
,,1247,100184,FALSE,,,close,clear,stop,xmark,􀆄,2717
,,1248,100060,FALSE,,,close.circle,clear.circle,stop.circle,xmark.circle,􀁠,XXXXX
,,1249,100061,FALSE,,,close.circle.fill,clear.circle.fill,stop.circle.fill,xmark.circle.fill,􀁡,XXXXX
,objects & tools,1249,1008B5,FALSE,,,,,,lock.square,􀢵,XXXXX
,,1250,1000F0,FALSE,,,close.square,clear.square,stop.square,xmark.square,􀃰,XXXXX
,objects & tools,1250,1008B6,FALSE,,,,,,lock.square.fill,􀢶,XXXXX
,,1251,1000F1,FALSE,,,close.square.fill,clear.square.fill,stop.square.fill,xmark.square.fill,􀃱,XXXXX
,objects & tools,1251,10085C,FALSE,,,,,,lock.square.stack,􀡜,XXXXX
,,1252,100185,FALSE,,,selected,,,checkmark,􀆅,2713
,objects & tools,1252,10085D,FALSE,,,,,,lock.square.stack.fill,􀡝,XXXXX
,,1253,100062,FALSE,,,selected.circle,,,checkmark.circle,􀁢,XXXXX
,objects & tools,1253,100888,FALSE,,,,,,lock.rectangle,􀢈,XXXXX
,,1254,100063,FALSE,,,selected.circle.fill,,,checkmark.circle.fill,􀁣,XXXXX
,objects & tools,1254,100889,FALSE,,,,,,lock.rectangle.fill,􀢉,XXXXX
,,1255,1000F2,FALSE,,,selected.square,,,checkmark.square,􀃲,XXXXX
,objects & tools,1255,1008B1,FALSE,,,,,,lock.rectangle.stack,􀢱,XXXXX
,,1256,1000F3,FALSE,,,selected.square.fill,,,checkmark.square.fill,􀃳,XXXXX
,objects & tools,1256,1008B2,FALSE,,,,,,lock.rectangle.stack.fill,􀢲,XXXXX
,objects & tools,1257,1008B3,FALSE,,,,,,lock.rectangle.on.rectangle,􀢳,XXXXX
,objects & tools,1258,1008B4,FALSE,,,,,,lock.rectangle.on.rectangle.fill,􀢴,XXXXX
,arrows,1262,100187,FALSE,,,go.up,,,chevron.up,􀆇,XXXXX
,arrows,1263,10006E,FALSE,,,go.up.circle,,,chevron.up.circle,􀁮,XXXXX
,arrows,1264,10006F,FALSE,,,go.up.circle.fill,,,chevron.up.circle.fill,􀁯,XXXXX
,arrows,1265,1000FE,FALSE,,,go.up.square,,,chevron.up.square,􀃾,XXXXX
,arrows,1266,1000FF,FALSE,,,go.up.square.fill,,,chevron.up.square.fill,􀃿,XXXXX
,arrows,1267,100188,FALSE,,,go.down,,,chevron.down,􀆈,XXXXX
,arrows,1268,100070,FALSE,,,go.down.circle,,,chevron.down.circle,􀁰,XXXXX
,arrows,1269,100071,FALSE,,,go.down.circle.fill,,,chevron.down.circle.fill,􀁱,XXXXX
"password, security",objects & tools,1269,1007D5,FALSE,,,passwords,,,key,􀟕,XXXXX
,arrows,1270,100100,FALSE,,,go.down.square,,,chevron.down.square,􀄀,XXXXX
"password, security",objects & tools,1270,1007D6,FALSE,,,passwords.fill,,,key.fill,􀟖,XXXXX
,arrows,1271,100101,FALSE,,,go.down.square.fill,,,chevron.down.square.fill,􀄁,XXXXX
,arrows,1272,100189,FALSE,,,go.left,,,chevron.left,􀆉,XXXXX
,arrows,1273,100072,FALSE,,,go.left.circle,,,chevron.left.circle,􀁲,XXXXX
,arrows,1274,100073,FALSE,,,go.left.circle.fill,,,chevron.left.circle.fill,􀁳,XXXXX
,arrows,1275,100102,FALSE,,,go.left.square,,,chevron.left.square,􀄂,XXXXX
,arrows,1276,100103,FALSE,,,go.left.square.fill,,,chevron.left.square.fill,􀄃,XXXXX
,arrows,1277,10018A,FALSE,,,go.right,,,chevron.right,􀆊,XXXXX
,arrows,1278,100074,FALSE,,,go.right.circle,,,chevron.right.circle,􀁴,XXXXX
,arrows,1279,100075,FALSE,,,go.right.circle.fill,,,chevron.right.circle.fill,􀁵,XXXXX
,arrows,1280,100104,FALSE,,,go.right.square,,,chevron.right.square,􀄄,XXXXX
,arrows,1281,100105,FALSE,,,go.right.square.fill,,,chevron.right.square.fill,􀄅,XXXXX
,arrows,1282,10018B,FALSE,,,,,,chevron.left.2,􀆋,XXXXX
,arrows,1283,10018C,FALSE,,,,,,chevron.right.2,􀆌,XXXXX
,keyboard,1284,10018D,FALSE,,,control,,,control,􀆍,2303
,keyboard,1285,10018E,FALSE,,,projective.enter,,,projective,􀆎,2305
,arrows,1286,10018F,FALSE,,,,,,chevron.up.chevron.down,􀆏,XXXXX
,arrows,1287,100190,FALSE,,,,,,chevron.compact.up,􀆐,XXXXX
,arrows,1288,100191,FALSE,,,,,,chevron.compact.down,􀆑,XXXXX
,arrows,1289,100192,FALSE,,,,,,chevron.compact.left,􀆒,XXXXX
,arrows,1290,100193,FALSE,,,,,,chevron.compact.right,􀆓,XXXXX
,editing,1291,100885,FALSE,,,,,,move.3d,􀢅,XXXXX
,editing,1292,100886,FALSE,,,,,,scale.3d,􀢆,XXXXX
,editing,1293,100887,FALSE,,,,,,rotate.3d,􀢇,XXXXX
,arrows,1295,100128,FALSE,,,,,,arrow.up,􀄨,2191
,arrows,1296,100076,FALSE,,,,,,arrow.up.circle,􀁶,XXXXX
,arrows,1297,100077,FALSE,,,,,,arrow.up.circle.fill,􀁷,XXXXX
,arrows,1298,100106,FALSE,,,,,,arrow.up.square,􀄆,XXXXX
,arrows,1299,100107,FALSE,,,,,,arrow.up.square.fill,􀄇,XXXXX
,arrows,1300,100129,FALSE,,,,,,arrow.down,􀄩,2193
,arrows,1301,100078,FALSE,,,,,,arrow.down.circle,􀁸,XXXXX
,arrows,1302,100079,FALSE,,,,,,arrow.down.circle.fill,􀁹,XXXXX
,arrows,1303,100108,FALSE,,,,,,arrow.down.square,􀄈,XXXXX
,arrows,1304,100109,FALSE,,,,,,arrow.down.square.fill,􀄉,XXXXX
,arrows,1305,10012A,FALSE,,,,,,arrow.left,􀄪,2190
,arrows,1306,10007A,FALSE,,,,,,arrow.left.circle,􀁺,XXXXX
,editing,1306,1008C2,FALSE,,,,,,timeline.selection,􀣂,XXXXX
,arrows,1307,10007B,FALSE,,,,,,arrow.left.circle.fill,􀁻,XXXXX
,arrows,1308,10010A,FALSE,,,,,,arrow.left.square,􀄊,XXXXX
,arrows,1309,10010B,FALSE,,,,,,arrow.left.square.fill,􀄋,XXXXX
,arrows,1310,10012B,FALSE,,,,,,arrow.right,􀄫,2192
,arrows,1311,10007C,FALSE,,,,,,arrow.right.circle,􀁼,XXXXX
,arrows,1312,10007D,FALSE,,,,,,arrow.right.circle.fill,􀁽,XXXXX
,arrows,1313,10010C,FALSE,,,,,,arrow.right.square,􀄌,XXXXX
,arrows,1314,10010D,FALSE,,,,,,arrow.right.square.fill,􀄍,XXXXX
,arrows,1315,10012E,FALSE,,,,,,arrow.up.left,􀄮,2196
,arrows,1316,100082,FALSE,,,,,,arrow.up.left.circle,􀂂,XXXXX
,arrows,1317,100083,FALSE,,,,,,arrow.up.left.circle.fill,􀂃,XXXXX
,arrows,1318,100112,FALSE,,,,,,arrow.up.left.square,􀄒,XXXXX
,arrows,1319,100113,FALSE,,,,,,arrow.up.left.square.fill,􀄓,XXXXX
,arrows,1320,10012F,FALSE,,,,,,arrow.up.right,􀄯,2197
,arrows,1321,100084,FALSE,,,,,,arrow.up.right.circle,􀂄,XXXXX
,arrows,1322,100085,FALSE,,,,,,arrow.up.right.circle.fill,􀂅,XXXXX
,arrows,1323,100114,FALSE,,,,,,arrow.up.right.square,􀄔,XXXXX
,arrows,1324,100115,FALSE,,,,,,arrow.up.right.square.fill,􀄕,XXXXX
,arrows,1325,100130,FALSE,,,,,,arrow.down.left,􀄰,2199
,arrows,1326,100086,FALSE,,,,,,arrow.down.left.circle,􀂆,XXXXX
"cpu, gpu, chip",,1326,100AE5,FALSE,,,,,,cpu,􀫥,XXXXX
,arrows,1327,100087,FALSE,,,,,,arrow.down.left.circle.fill,􀂇,XXXXX
,arrows,1328,100116,FALSE,,,,,,arrow.down.left.square,􀄖,XXXXX
"cpu, gpu, chip",,1328,100AE6,FALSE,,,,,,memorychip,􀫦,XXXXX
,arrows,1329,100117,FALSE,,,,,,arrow.down.left.square.fill,􀄗,XXXXX
,arrows,1330,100131,FALSE,,,,,,arrow.down.right,􀄱,2198
,objects & tools,1330,1008B8,FALSE,,,,,,opticaldisc,􀢸,XXXXX
,arrows,1331,100088,FALSE,,,,,,arrow.down.right.circle,􀂈,XXXXX
,arrows,1332,100089,FALSE,,,,,,arrow.down.right.circle.fill,􀂉,XXXXX
,arrows,1333,100118,FALSE,,,,,,arrow.down.right.square,􀄘,XXXXX
,arrows,1334,100119,FALSE,,,,,,arrow.down.right.square.fill,􀄙,XXXXX
,arrows,1335,10012C,FALSE,,,sort,,,arrow.up.arrow.down,􀄬,21C5
,,1335,1009BD,FALSE,,,,,,4k.tv,􀦽,XXXXX
,arrows,1336,10007E,FALSE,,,sort.circle,,,arrow.up.arrow.down.circle,􀁾,XXXXX
,,1336,1009BE,FALSE,,,,,,4k.tv.fill,􀦾,XXXXX
,arrows,1337,10007F,FALSE,,,sort.circle.fill,,,arrow.up.arrow.down.circle.fill,􀁿,XXXXX
,arrows,1338,10010E,FALSE,,,sort.square,,,arrow.up.arrow.down.square,􀄎,XXXXX
,arrows,1339,10010F,FALSE,,,sort.square.fill,,,arrow.up.arrow.down.square.fill,􀄏,XXXXX
,,1339,100AD1,FALSE,,,,,,tv.and.hifispeaker.fill,􀫑,XXXXX
,arrows,1340,10012D,FALSE,,,,,,arrow.right.arrow.left,􀄭,NO
,devices,1340,1008B9,FALSE,,,,,,display,􀢹,XXXXX
,arrows,1341,100080,FALSE,,,,,,arrow.right.arrow.left.circle,􀂀,NO
,devices,1341,100A26,FALSE,,,,,,display.trianglebadge.exclamationmark,􀨦,XXXXX
,arrows,1342,100081,FALSE,,,,,,arrow.right.arrow.left.circle.fill,􀂁,NO
,devices,1342,100A27,FALSE,,,,,,display.2,􀨧,XXXXX
,arrows,1343,100110,FALSE,,,,,,arrow.right.arrow.left.square,􀄐,NO
,arrows,1344,100111,FALSE,,,,,,arrow.right.arrow.left.square.fill,􀄑,NO
,arrows,1345,100132,FALSE,,,,,,arrow.turn.right.up,􀄲,2934
,arrows,1346,100133,FALSE,,,,,,arrow.turn.right.down,􀄳,2935
,arrows,1347,100134,FALSE,,,,,,arrow.turn.down.left,􀄴,2936
,devices,1347,10097A,FALSE,,,,,,pc,􀥺,XXXXX
,arrows,1348,100135,FALSE,,,,,,arrow.turn.down.right,􀄵,2937
,devices,1348,100AB2,TRUE,This symbol may not be modified and may only be used to refer to Apple's Mac Pro.,,,,,macpro.gen1,􀪲,XXXXX
,arrows,1349,100136,FALSE,,,,,,arrow.turn.left.up,􀄶,F6D5
,devices,1349,1009B1,TRUE,This symbol may not be modified and may only be used to refer to Apple's Mac Pro.,,,,,macpro.gen2,􀦱,XXXXX
,arrows,1350,100137,FALSE,,,,,,arrow.turn.left.down,􀄷,F6D6
,devices,1350,1009AE,TRUE,This symbol may not be modified and may only be used to refer to Apple's Mac Pro.,,,,,macpro.gen2.fill,􀦮,XXXXX
,arrows,1351,100138,FALSE,,,,,,arrow.turn.up.left,􀄸,F6D7
,devices,1351,100AB1,TRUE,This symbol may not be modified and may only be used to refer to Apple's Mac Pro.,,,,,macpro.gen3,􀪱,XXXXX
,arrows,1352,100139,FALSE,,,,,,arrow.turn.up.right,􀄹,F6D8
,devices,1352,100AAC,FALSE,,,,,,server.rack,􀪬,XXXXX
,arrows,1353,10013A,FALSE,,,,,,arrow.uturn.up,􀄺,XXXXX
,devices,1353,1009D8,TRUE,This symbol may not be modified and may only be used to refer to Apple’s Xserve.,,,,,xserve,􀧘,XXXXX
,arrows,1354,10008A,FALSE,,,,,,arrow.uturn.up.circle,􀂊,XXXXX
,devices,1354,100A33,TRUE,This symbol may not be modified and may only be used to refer to Apple's Mac Pro.,,,,,macpro.gen3.server,􀨳,XXXXX
,arrows,1355,10008B,FALSE,,,,,,arrow.uturn.up.circle.fill,􀂋,XXXXX
,devices,1355,1007DB,FALSE,,,,,,laptopcomputer,􀟛,XXXXX
,arrows,1356,10011A,FALSE,,,,,,arrow.uturn.up.square,􀄚,XXXXX
,arrows,1357,10011B,FALSE,,,,,,arrow.uturn.up.square.fill,􀄛,XXXXX
,,1357,100B29,TRUE,This symbol may not be modified and may only be used to refer to Apple’s iPhone.,,,,,laptopcomputer.and.iphone,􀬩,XXXXX
,arrows,1358,10013B,FALSE,,,,,,arrow.uturn.down,􀄻,XXXXX
,arrows,1359,10008C,FALSE,,,,,,arrow.uturn.down.circle,􀂌,XXXXX
,arrows,1360,10008D,FALSE,,,,,,arrow.uturn.down.circle.fill,􀂍,XXXXX
,devices,1360,100AAF,TRUE,This symbol may not be modified and may only be used to refer to Apple’s Mac mini.,,,,,macmini,􀪯,XXXXX
,arrows,1361,10011C,FALSE,,,,,,arrow.uturn.down.square,􀄜,XXXXX
,devices,1361,100AB0,TRUE,This symbol may not be modified and may only be used to refer to Apple’s Mac mini.,,,,,macmini.fill,􀪰,XXXXX
,arrows,1362,10011D,FALSE,,,,,,arrow.uturn.down.square.fill,􀄝,XXXXX
,devices,1362,1009AF,TRUE,This symbol may not be modified and may only be used to refer to Apple’s AirPort Express.,,,,,airport.express,􀦯,XXXXX
,arrows,1363,10013C,FALSE,,,undo,,,arrow.uturn.left,􀄼,XXXXX
,devices,1363,1009B0,TRUE,This symbol may not be modified and may only be used to refer to Apple’s AirPort Extreme.,,,,,airport.extreme.tower,􀦰,XXXXX
