additional_search_metadata,categories,glyph_order,NEW_PUAs,Non_modifiable,private,protected_symbol_notes,RTL_extension,semantic_name_1,semantic_name_2,semantic_name_3,semantic_name_4,semantic_name_5,semantic_name_6,semantic_name_7,semantic_name_8,short_name,aliases,character,unicodes,availability
,devices,1618,100847,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s iPhone.,,,,,,,,,,iphone.radiowaves.left.and.right,,􀡇,XXXXX,2020
remove,devices,1619,100A35,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s iPhone.,,remove,,,,,,,,iphone.slash,,􀨵,XXXXX,2020
remove,"devices, whatsnew",1620,10112B,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s iPhone.,,remove,,,,,,,,iphone.slash.circle,,􁄫,XXXXX,2021
remove,"devices, whatsnew",1621,10112C,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s iPhone.,,remove,,,,,,,,iphone.slash.circle.fill,,􁄬,XXXXX,2021
,"devices, whatsnew",1623,100F14,TRUE,FALSE,,,,,,,,,,,lock.iphone,,􀼔,XXXXX,2021
,"devices, whatsnew",1624,100F1F,TRUE,FALSE,,,,,,,,,,,lock.open.iphone,,􀼟,XXXXX,2021
,"devices, whatsnew",1625,100DBC,TRUE,FALSE,,,,,,,,,,,iphone.and.arrow.forward,,􀶼,XXXXX,2021
,"devices, whatsnew",1628,100F96,TRUE,FALSE,,,,,,,,,,,iphone.rear.camera,,􀾖,XXXXX,2021
,devices,1629,1007DE,TRUE,FALSE,,,,,,,,,,,apps.iphone,,􀟞,XXXXX,2020
add,"devices, multicolor",1630,100BD6,TRUE,FALSE,,,add,,,,,,,,apps.iphone.badge.plus,,􀯖,XXXXX,2020
,devices,1631,100B94,TRUE,FALSE,,,,,,,,,,,apps.iphone.landscape,,􀮔,XXXXX,2020
,"devices, whatsnew",1633,100FA9,TRUE,FALSE,,,,,,,,,,,platter.2.filled.iphone,,􀾩,XXXXX,2021
,"devices, whatsnew",1634,100FAA,TRUE,FALSE,,,,,,,,,,,platter.2.filled.iphone.landscape,,􀾪,XXXXX,2021
,"devices, whatsnew",1635,100E8F,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s iPhone Smart Battery Case.,,,,,,,,,,iphone.smartbatterycase.gen2,,􀺏,XXXXX,2021
,"devices, whatsnew",1636,1.00E+92,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s iPhone Smart Battery Case.,,,,,,,,,,iphone.smartbatterycase.gen1,,􀺐,XXXXX,2021
,devices,1637,1007DF,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s iPad.,,,,,,,,,,ipad.homebutton,,􀟟,XXXXX,2020
,devices,1639,100953,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s iPad.,,,,,,,,,,ipad.homebutton.landscape,,􀥓,XXXXX,2020
,devices,1641,1.01E+03,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s iPad.,,,,,,,,,,ipad,,􀟠,XXXXX,2020
,"devices, whatsnew",1643,100F15,TRUE,FALSE,,,,,,,,,,,lock.ipad,,􀼕,XXXXX,2021
,"devices, whatsnew",1644,100F20,TRUE,FALSE,,,,,,,,,,,lock.open.ipad,,􀼠,XXXXX,2021
,"devices, whatsnew",1645,100DC0,TRUE,FALSE,,,,,,,,,,,ipad.and.arrow.forward,,􀷀,XXXXX,2021
,devices,1646,100954,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s iPad.,,,,,,,,,,ipad.landscape,,􀥔,XXXXX,2020
,"devices, whatsnew",1648,101032,TRUE,FALSE,,,,,,,,,,,ipad.rear.camera,,􁀲,XXXXX,2021
,devices,1649,100B95,TRUE,FALSE,,,,,,,,,,,apps.ipad,,􀮕,XXXXX,2020
,devices,1650,100B96,TRUE,FALSE,,,,,,,,,,,apps.ipad.landscape,,􀮖,XXXXX,2020
,"devices, whatsnew",1651,10104D,TRUE,FALSE,,,,,,,,,,,platter.2.filled.ipad,,􁁍,XXXXX,2021
,"devices, whatsnew",1652,10104E,TRUE,FALSE,,,,,,,,,,,platter.2.filled.ipad.landscape,,􁁎,XXXXX,2021
,"devices, whatsnew",1653,100EAE,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple Pencil.,,,,,,,,,,applepencil,,􀺮,XXXXX,2021
,"devices, whatsnew",1654,100EB0,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s Magic Mouse.,,,,,,,,,,magicmouse,,􀺰,XXXXX,2021
,"devices, whatsnew",1655,100EB1,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s Magic Mouse.,,,,,,,,,,magicmouse.fill,,􀺱,XXXXX,2021
,"devices, whatsnew",1656,100EA3,TRUE,FALSE,,,,,,,,,,,computermouse,,􀺣,XXXXX,2021
,"devices, whatsnew",1657,100EA4,TRUE,FALSE,,,,,,,,,,,computermouse.fill,,􀺤,XXXXX,2021
,devices,1658,1.01E+07,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple Watch.,,,,,,,,,,applewatch,,􀟤,XXXXX,2020
,devices,1659,100ACB,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple Watch.,,,,,,,,,,applewatch.watchface,,􀫋,XXXXX,2020
,"devices, whatsnew",1662,100F21,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple Watch.,,,,,,,,,,lock.open.applewatch,,􀼡,XXXXX,2021
,devices,1663,1008B7,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple Watch.,,,,,,,,,,applewatch.radiowaves.left.and.right,,􀢷,XXXXX,2020
remove,devices,1664,100A36,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple Watch.,,remove,,,,,,,,applewatch.slash,,􀨶,XXXXX,2020
,"devices, whatsnew",1666,1.00E+99,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple Watch.,,,,,,,,,,watchface.applewatch.case,,􀺗,XXXXX,2021
,"devices, whatsnew",1667,1010C4,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple Watch.,,,,,,,,,,platter.filled.top.applewatch.case,,􁃄,XXXXX,2021
,"devices, whatsnew",1668,1010C5,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple Watch.,,,,,,,,,,platter.filled.bottom.applewatch.case,,􁃅,XXXXX,2021
,"devices, whatsnew",1669,1010C6,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple Watch.,,,,,,,,,,platter.top.applewatch.case,,􁃆,XXXXX,2021
,"devices, whatsnew",1670,1010C7,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple Watch.,,,,,,,,,,platter.bottom.applewatch.case,,􁃇,XXXXX,2021
,"devices, whatsnew",1671,100ED6,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s Digital Crown.,,,,,,,,,,digitalcrown.arrow.clockwise,,􀻖,XXXXX,2021
,"devices, whatsnew",1672,100ED7,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s Digital Crown.,,,,,,,,,,digitalcrown.fill.arrow.clockwise,,􀻗,XXXXX,2021
,"devices, whatsnew",1673,100ED8,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s Digital Crown.,,,,,,,,,,digitalcrown.arrow.counterclockwise,,􀻘,XXXXX,2021
,"devices, whatsnew",1674,100ED9,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s Digital Crown.,,,,,,,,,,digitalcrown.fill.arrow.counterclockwise,,􀻙,XXXXX,2021
,"devices, whatsnew",1675,100EF1,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s Digital Crown.,,,,,,,,,,digitalcrown.horizontal.arrow.clockwise,,􀻱,XXXXX,2021
,"devices, whatsnew",1676,100EF2,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s Digital Crown.,,,,,,,,,,digitalcrown.horizontal.fill.arrow.clockwise,,􀻲,XXXXX,2021
,"devices, whatsnew",1677,100EF3,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s Digital Crown.,,,,,,,,,,digitalcrown.horizontal.arrow.counterclockwise,,􀻳,XXXXX,2021
,"devices, whatsnew",1678,100EF4,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s Digital Crown.,,,,,,,,,,digitalcrown.horizontal.fill.arrow.counterclockwise,,􀻴,XXXXX,2021
"audio, sound, speaker","devices, objectsandtools, whatsnew",1680,100EAD,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Beats headphones.,,audio,sound,speaker,,,,,,beats.headphones,,􀺭,XXXXX,2021
"audio, audiobook, sound, speaker","devices, objectsandtools",1681,100448,TRUE,FALSE,,,audio,audiobook,sound,speaker,,,,,headphones,,􀑈,XXXXX,2019
"audio, audiobook.circle, sound, speaker","devices, objectsandtools",1682,1004BE,TRUE,FALSE,,,audio,audiobook.circle,sound,speaker,,,,,headphones.circle,,􀒾,XXXXX,2020
"audio, audiobook.circle.fill, sound, speaker","devices, multicolor, objectsandtools",1683,1004BF,TRUE,FALSE,,,audio,audiobook.circle.fill,sound,speaker,,,,,headphones.circle.fill,,􀒿,XXXXX,2020
,"devices, whatsnew",1684,1.00E+40,TRUE,FALSE,,,,,,,,,,,earbuds,,􀸸,XXXXX,2021
,"devices, whatsnew",1685,1.00E+67,TRUE,FALSE,,,,,,,,,,,earbuds.case,,􀹥,XXXXX,2021
,"devices, whatsnew",1686,1.00E+68,TRUE,FALSE,,,,,,,,,,,earbuds.case.fill,,􀹦,XXXXX,2021
"audio, sound, speaker",devices,1687,100826,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s EarPods.,,audio,sound,speaker,,,,,,earpods,,􀠦,XXXXX,2020
"audio, sound, speaker",devices,1688,1.01E+08,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s AirPods.,,audio,sound,speaker,,,,,,airpods,,􀟥,XXXXX,2020
audio,"devices, whatsnew",1691,1.00E+69,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s AirPods.,,audio,,,,,,,,airpods.chargingcase,,􀹧,XXXXX,2021
audio,"devices, whatsnew",1692,1.00E+70,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s AirPods.,,audio,,,,,,,,airpods.chargingcase.fill,,􀹨,XXXXX,2021
audio,"devices, whatsnew",1693,1.00E+71,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s AirPods.,,audio,,,,,,,,airpods.chargingcase.wireless,,􀹩,XXXXX,2021
audio,"devices, whatsnew",1694,100E6A,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s AirPods.,,audio,,,,,,,,airpods.chargingcase.wireless.fill,,􀹪,XXXXX,2021
"audio, sound, speaker",devices,1695,100AB7,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s AirPods Pro.,,audio,sound,speaker,,,,,,airpodspro,,􀪷,XXXXX,2020
audio,"devices, whatsnew",1698,100E6B,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s AirPods Pro.,,audio,,,,,,,,airpodspro.chargingcase.wireless,,􀹫,XXXXX,2021
audio,"devices, whatsnew",1699,100E6C,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s AirPods Pro.,,audio,,,,,,,,airpodspro.chargingcase.wireless.fill,,􀹬,XXXXX,2021
"audio, sound, speaker","devices, whatsnew",1700,1.00E+94,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Beats earphones.,,audio,sound,speaker,,,,,,beats.earphones,,􀺒,XXXXX,2021
"audio, sound, speaker","devices, whatsnew",1701,100E6D,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Beats Powerbeats Pro.,,audio,sound,speaker,,,,,,beats.powerbeatspro,,􀹭,XXXXX,2021
"audio, sound, speaker","devices, whatsnew",1702,100E6E,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Beats Powerbeats Pro.,,audio,sound,speaker,,,,,,beats.powerbeatspro.right,,􀹮,XXXXX,2021
"audio, sound, speaker","devices, whatsnew",1703,100E6F,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Beats Powerbeats Pro.,,audio,sound,speaker,,,,,,beats.powerbeatspro.left,,􀹯,XXXXX,2021
"audio, sound, speaker","devices, whatsnew",1704,100ED4,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Beats Powerbeats.,,audio,sound,speaker,,,,,,beats.powerbeats,,􀻔,XXXXX,2021
"audio, sound, speaker","devices, whatsnew",1705,100EAF,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Beats Powerbeats3.,,audio,sound,speaker,,,,,,beats.powerbeats3,,􀺯,XXXXX,2021
audio,"devices, whatsnew",1706,1.00E+72,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Beats Powerbeats Pro case.,,audio,,,,,,,,beats.powerbeatspro.chargingcase,,􀹰,XXXXX,2021
audio,"devices, whatsnew",1707,1.00E+73,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Beats Powerbeats Pro case.,,audio,,,,,,,,beats.powerbeatspro.chargingcase.fill,,􀹱,XXXXX,2021
"audio, sound, speaker",devices,1716,1.01E+05,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s HomePod.,,audio,sound,speaker,,,,,,homepod,,􀟢,XXXXX,2020
"audio, sound, speaker",devices,1717,1.01E+06,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s HomePod.,,audio,sound,speaker,,,,,,homepod.fill,,􀟣,XXXXX,2020
"audio, sound, speaker",devices,1722,10074E,TRUE,FALSE,#N/A,,audio,sound,speaker,,,,,,hifispeaker,,􀝎,XXXXX,2019
"audio, sound, speaker",devices,1723,10074F,TRUE,FALSE,,,audio,sound,speaker,,,,,,hifispeaker.fill,,􀝏,XXXXX,2019
,devices,1726,100A2B,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple TV.,,,,,,,,,,appletv,,􀨫,XXXXX,2020
,devices,1727,100874,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple TV.,,,,,,,,,,appletv.fill,,􀡴,XXXXX,2020
,"devices, whatsnew",1728,100E8C,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s HomePod and Apple TV.,,,,,,,,,,homepod.and.appletv,,􀺌,XXXXX,2021
,"devices, whatsnew",1729,100E8D,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s HomePod and Apple TV.,,,,,,,,,,homepod.and.appletv.fill,,􀺍,XXXXX,2021
,"devices, whatsnew",1730,100EF9,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s HomePod mini and Apple TV.,,,,,,,,,,homepodmini.and.appletv,,􀻹,XXXXX,2021
,"devices, whatsnew",1731,100EFA,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s HomePod mini and Apple TV.,,,,,,,,,,homepodmini.and.appletv.fill,,􀻺,XXXXX,2021
,"devices, whatsnew",1732,100EFB,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple TV.,,,,,,,,,,hifispeaker.and.appletv,,􀻻,XXXXX,2021
,"devices, whatsnew",1733,100EFC,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple TV.,,,,,,,,,,hifispeaker.and.appletv.fill,,􀻼,XXXXX,2021
,"devices, whatsnew",1734,100F29,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple TV.,,,,,,,,,,appletvremote.gen1,,􀼩,XXXXX,2021
,"devices, whatsnew",1735,100F2A,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple TV.,,,,,,,,,,appletvremote.gen1.fill,,􀼪,XXXXX,2021
,"devices, whatsnew",1736,100F2B,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple TV.,,,,,,,,,,appletvremote.gen2,,􀼫,XXXXX,2021
,"devices, whatsnew",1737,100F2C,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple TV.,,,,,,,,,,appletvremote.gen2.fill,,􀼬,XXXXX,2021
,"devices, whatsnew",1738,100769,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple TV.,,,,,,,,,,appletvremote.gen3,,􀝩,XXXXX,2021
,"devices, whatsnew",1739,10076A,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple TV.,,,,,,,,,,appletvremote.gen3.fill,,􀝪,XXXXX,2021
,"devices, whatsnew",1740,100F27,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple TV.,,,,,,,,,,appletvremote.gen4,,􀼧,XXXXX,2021
,"devices, whatsnew",1741,100F28,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple TV.,,,,,,,,,,appletvremote.gen4.fill,,􀼨,XXXXX,2021
,"devices, whatsnew",1742,100EA5,TRUE,FALSE,,,,,,,,,,,mediastick,,􀺥,XXXXX,2021
,"devices, whatsnew",1743,100EA6,TRUE,FALSE,,,,,,,,,,,cable.connector,,􀺦,XXXXX,2021
,objectsandtools,1744,100A94,TRUE,FALSE,,,,,,,,,,,radio,,􀪔,XXXXX,2020
,objectsandtools,1745,100A95,TRUE,FALSE,,,,,,,,,,,radio.fill,,􀪕,XXXXX,2020
tv,devices,1746,1003B2,TRUE,FALSE,#N/A,,tv,,,,,,,,tv,,􀎲,XXXXX,2019
tv.fill,devices,1747,1004B6,TRUE,FALSE,#N/A,,tv.fill,,,,,,,,tv.fill,,􀒶,XXXXX,2019
,"devices, whatsnew",1748,100DD8,TRUE,FALSE,,,,,,,,,,,tv.inset.filled,,􀷘,XXXXX,2021
tv.circle,devices,1749,1003B3,TRUE,FALSE,,,tv.circle,,,,,,,,tv.circle,,􀎳,XXXXX,2019
tv.circle.fill,"devices, multicolor",1750,1003B4,TRUE,FALSE,,,tv.circle.fill,,,,,,,,tv.circle.fill,,􀎴,XXXXX,2019
,devices,1751,1009BD,TRUE,FALSE,,,,,,,,,,,4k.tv,,􀦽,XXXXX,2020
,devices,1752,1009BE,TRUE,FALSE,,,,,,,,,,,4k.tv.fill,,􀦾,XXXXX,2020
music.video,"devices, whatsnew",1753,1003B5,TRUE,FALSE,,,music.video,,,,,,,,music.note.tv,tv.music.note,􀎵,XXXXX,2021
music.video.fill,"devices, whatsnew",1754,1004B7,TRUE,FALSE,,,music.video.fill,,,,,,,,music.note.tv.fill,tv.music.note.fill,􀒷,XXXXX,2021
,devices,1758,100AD1,TRUE,FALSE,,,,,,,,,,,tv.and.hifispeaker.fill,,􀫑,XXXXX,2020
airplay.video,,1760,100461,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s AirPlay.,,airplay.video,,,,,,,,airplayvideo,,􀑡,XXXXX,2019
,whatsnew,1761,100F91,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s AirPlay.,,,,,,,,,,airplayvideo.circle,,􀾑,XXXXX,2021
,"multicolor, whatsnew",1762,100F92,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s AirPlay.,,,,,,,,,,airplayvideo.circle.fill,,􀾒,XXXXX,2021
warning,"multicolor, whatsnew",1763,100C6A,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s AirPlay.,,warning,,,,,,,,airplayvideo.badge.exclamationmark,,􀱪,XXXXX,2021
airplay.audio,,1764,100462,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s AirPlay.,,airplay.audio,,,,,,,,airplayaudio,,􀑢,XXXXX,2019
,whatsnew,1765,100FA7,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s AirPlay.,,,,,,,,,,airplayaudio.circle,,􀾧,XXXXX,2021
,"multicolor, whatsnew",1766,100FA8,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s AirPlay.,,,,,,,,,,airplayaudio.circle.fill,,􀾨,XXXXX,2021
warning,"multicolor, whatsnew",1767,100C6B,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s AirPlay.,,warning,,,,,,,,airplayaudio.badge.exclamationmark,,􀱫,XXXXX,2021
radio,connectivity,1768,100319,TRUE,FALSE,,,radio,,,,,,,,dot.radiowaves.left.and.right,,􀌙,XXXXX,2019
,connectivity,1769,100592,TRUE,FALSE,,,,,,,,,,,dot.radiowaves.right,,􀖒,XXXXX,2019
,connectivity,1771,100671,TRUE,FALSE,,,,,,,,,,,wave.3.left,radiowaves.left,􀙱,XXXXX,2020
,connectivity,1772,100B77,TRUE,FALSE,,,,,,,,,,,wave.3.left.circle,,􀭷,XXXXX,2020
,"connectivity, multicolor",1773,100B78,TRUE,FALSE,,,,,,,,,,,wave.3.left.circle.fill,,􀭸,XXXXX,2020
,connectivity,1777,100672,TRUE,FALSE,,,,,,,,,,,wave.3.right,radiowaves.right,􀙲,XXXXX,2020
,connectivity,1778,100B79,TRUE,FALSE,,,,,,,,,,,wave.3.right.circle,,􀭹,XXXXX,2020
,"connectivity, multicolor",1779,100B7A,TRUE,FALSE,,,,,,,,,,,wave.3.right.circle.fill,,􀭺,XXXXX,2020
,"connectivity, whatsnew",1783,100F17,TRUE,FALSE,,,,,,,,,,,dot.radiowaves.up.forward,,􀼗,XXXXX,2021
"cellular, cellular.data, lte","connectivity, multicolor, objectsandtools",1784,100580,TRUE,FALSE,,,cellular,cellular.data,lte,,,,,,antenna.radiowaves.left.and.right,,􀖀,XXXXX,2019
"cellular, lte","connectivity, multicolor, objectsandtools, whatsnew",1785,100DC8,TRUE,FALSE,,,cellular,lte,,,,,,,antenna.radiowaves.left.and.right.circle,,􀷈,XXXXX,2021
"cellular, lte","connectivity, multicolor, objectsandtools, whatsnew",1786,100DC9,TRUE,FALSE,,,cellular,lte,,,,,,,antenna.radiowaves.left.and.right.circle.fill,,􀷉,XXXXX,2021
,,1787,100833,TRUE,FALSE,,,,,,,,,,,pip,,􀠳,XXXXX,2020
,,1788,100834,TRUE,FALSE,,,,,,,,,,,pip.fill,,􀠴,XXXXX,2020
maximize.video,,1789,100467,TRUE,FALSE,,,maximize.video,,,,,,,,pip.exit,,􀑧,XXXXX,2020
minimize.video,,1790,100468,TRUE,FALSE,,,minimize.video,,,,,,,,pip.enter,,􀑨,XXXXX,2020
,,1791,100B71,TRUE,FALSE,,,,,,,,,,,pip.swap,,􀭱,XXXXX,2020
,,1792,100B72,TRUE,FALSE,,,,,,,,,,,pip.remove,,􀭲,XXXXX,2020
,,1793,100AF9,TRUE,FALSE,,,,,,,,,,,rectangle.arrowtriangle.2.outward,,􀫹,XXXXX,2020
,,1794,100AFA,TRUE,FALSE,,,,,,,,,,,rectangle.arrowtriangle.2.inward,,􀫺,XXXXX,2020
,,1795,100AFB,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.arrowtriangle.2.outward,,􀫻,XXXXX,2020
,,1796,100AFC,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.arrowtriangle.2.inward,,􀫼,XXXXX,2020
,whatsnew,1797,101040,TRUE,FALSE,,,,,,,,,,,rectangle.2.swap,,􁁀,XXXXX,2021
genres,objectsandtools,1798,10046D,TRUE,FALSE,,,genres,,,,,,,,guitars,,􀑭,XXXXX,2019
genres.fill,objectsandtools,1799,1007D1,TRUE,FALSE,,,genres.fill,,,,,,,,guitars.fill,,􀟑,XXXXX,2020
airplane.mode,transportation,1800,100453,TRUE,FALSE,,,airplane.mode,,,,,,,,airplane,,􀑓,XXXXX,2019
airplane.mode.circle,transportation,1801,1004B8,TRUE,FALSE,,,airplane.mode.circle,,,,,,,,airplane.circle,,􀒸,XXXXX,2020
airplane.mode.circle.fill,"multicolor, transportation",1802,1004B9,TRUE,FALSE,,,airplane.mode.circle.fill,,,,,,,,airplane.circle.fill,,􀒹,XXXXX,2020
,"transportation, whatsnew",1803,100DEF,TRUE,FALSE,,,,,,,,,,,airplane.arrival,,􀷯,XXXXX,2021
,"transportation, whatsnew",1804,100DF0,TRUE,FALSE,,,,,,,,,,,airplane.departure,,􀷰,XXXXX,2021
car,transportation,1805,100658,TRUE,FALSE,,,car,,,,,,,,car,,􀙘,XXXXX,2019
car.fill,"multicolor, transportation",1806,100659,TRUE,FALSE,,,car.fill,,,,,,,,car.fill,,􀙙,XXXXX,2019
,transportation,1807,100B6F,TRUE,FALSE,,,,,,,,,,,car.circle,,􀭯,XXXXX,2020
,"multicolor, transportation",1808,100B70,TRUE,FALSE,,,,,,,,,,,car.circle.fill,,􀭰,XXXXX,2020
,"multicolor, transportation",1809,10085E,TRUE,FALSE,,,,,,,,,,,bolt.car,,􀡞,XXXXX,2020
,"multicolor, transportation",1810,100743,TRUE,FALSE,,,,,,,,,,,bolt.car.fill,,􀝃,XXXXX,2020
,"transportation, whatsnew",1811,101132,TRUE,FALSE,,,,,,,,,,,bolt.car.circle,,􁄲,XXXXX,2021
,"transportation, whatsnew",1812,101133,TRUE,FALSE,,,,,,,,,,,bolt.car.circle.fill,,􁄳,XXXXX,2021
,transportation,1813,100744,TRUE,FALSE,,,,,,,,,,,car.2,,􀝄,XXXXX,2020
cars.fill,transportation,1814,100745,TRUE,FALSE,,,cars.fill,,,,,,,,car.2.fill,,􀝅,XXXXX,2020
bus,transportation,1815,100748,TRUE,FALSE,,,bus,,,,,,,,bus,,􀝈,XXXXX,2020
bus.fill,transportation,1816,100749,TRUE,FALSE,,,bus.fill,,,,,,,,bus.fill,,􀝉,XXXXX,2020
,transportation,1817,10071B,TRUE,FALSE,,,,,,,,,,,bus.doubledecker,,􀜛,XXXXX,2020
,transportation,1818,10071C,TRUE,FALSE,,,,,,,,,,,bus.doubledecker.fill,,􀜜,XXXXX,2020
train,transportation,1819,100746,TRUE,FALSE,,,train,,,,,,,,tram,,􀝆,XXXXX,2020
train.fill,transportation,1820,100747,TRUE,FALSE,,,train.fill,,,,,,,,tram.fill,,􀝇,XXXXX,2019
,"transportation, whatsnew",1823,10071D,TRUE,FALSE,,,,,,,,,,,tram.fill.tunnel,tram.tunnel.fill,􀜝,XXXXX,2021
,"transportation, whatsnew",1824,100DF6,TRUE,FALSE,,,,,,,,,,,cablecar,,􀷶,XXXXX,2021
,"transportation, whatsnew",1825,100DF7,TRUE,FALSE,,,,,,,,,,,cablecar.fill,,􀷷,XXXXX,2021
,"transportation, whatsnew",1826,1.00E+07,TRUE,FALSE,,,,,,,,,,,ferry,,􀸅,XXXXX,2021
,"transportation, whatsnew",1827,1.00E+08,TRUE,FALSE,,,,,,,,,,,ferry.fill,,􀸆,XXXXX,2021
,"transportation, whatsnew",1828,100E0C,TRUE,FALSE,,,,,,,,,,,car.ferry,,􀸌,XXXXX,2021
,"transportation, whatsnew",1829,100E0D,TRUE,FALSE,,,,,,,,,,,car.ferry.fill,,􀸍,XXXXX,2021
,"transportation, whatsnew",1830,100F2E,TRUE,FALSE,,,,,,,,,,,train.side.front.car,,􀼮,XXXXX,2021
,"transportation, whatsnew",1831,100F2F,TRUE,FALSE,,,,,,,,,,,train.side.middle.car,,􀼯,XXXXX,2021
,"transportation, whatsnew",1832,100F30,TRUE,FALSE,,,,,,,,,,,train.side.rear.car,,􀼰,XXXXX,2021
bike,transportation,1833,100865,TRUE,FALSE,,,bike,,,,,,,,bicycle,,􀡥,XXXXX,2020
,whatsnew,1836,100D62,TRUE,FALSE,,,,,,,,,,,parkingsign,,􀵢,XXXXX,2021
,whatsnew,1837,100DC1,TRUE,FALSE,,,,,,,,,,,parkingsign.circle,,􀷁,XXXXX,2021
,"multicolor, whatsnew",1838,100DC2,TRUE,FALSE,,,,,,,,,,,parkingsign.circle.fill,,􀷂,XXXXX,2021
,"objectsandtools, transportation, whatsnew",1839,100D5E,TRUE,FALSE,,,,,,,,,,,fuelpump,,􀵞,XXXXX,2021
,"objectsandtools, transportation, whatsnew",1840,100D5F,TRUE,FALSE,,,,,,,,,,,fuelpump.fill,,􀵟,XXXXX,2021
