additional_search_metadata,categories,glyph_order,NEW_PUAs,Non_modifiable,private,protected_symbol_notes,RTL_extension,semantic_name_1,semantic_name_2,semantic_name_3,semantic_name_4,semantic_name_5,semantic_name_6,semantic_name_7,semantic_name_8,short_name,aliases,character,unicodes,availability
,whatsnew,936,100F78,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.inset.filled,,􀽸,XXXXX,2021
,whatsnew,937,100F79,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.tophalf.inset.filled,,􀽹,XXXXX,2021
,whatsnew,938,100F7A,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.bottomhalf.inset.filled,,􀽺,XXXXX,2021
,whatsnew,939,100F84,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.lefthalf.inset.filled,,􀾄,XXXXX,2021
,whatsnew,940,100F85,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.righthalf.inset.filled,,􀾅,XXXXX,2021
,whatsnew,941,10106D,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.leadinghalf.inset.filled,,􁁭,XXXXX,2021
,whatsnew,942,10106E,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.trailinghalf.inset.filled,,􁁮,XXXXX,2021
,whatsnew,943,100F7D,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.topthird.inset.filled,,􀽽,XXXXX,2021
,whatsnew,944,100F7E,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.bottomthird.inset.filled,,􀽾,XXXXX,2021
,whatsnew,945,100F7C,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.leftthird.inset.filled,,􀽼,XXXXX,2021
,whatsnew,946,100F7B,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.rightthird.inset.filled,,􀽻,XXXXX,2021
,whatsnew,947,10106F,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.leadingthird.inset.filled,,􁁯,XXXXX,2021
,whatsnew,948,101070,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.trailingthird.inset.filled,,􁁰,XXXXX,2021
,whatsnew,949,100F7F,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.center.inset.filled,,􀽿,XXXXX,2021
,whatsnew,950,100F80,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.topleft.inset.filled,,􀾀,XXXXX,2021
,whatsnew,951,100F81,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.topright.inset.filled,,􀾁,XXXXX,2021
,whatsnew,952,101071,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.topleading.inset.filled,,􁁱,XXXXX,2021
,whatsnew,953,101072,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.toptrailing.inset.filled,,􁁲,XXXXX,2021
,whatsnew,954,100F83,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.bottomleft.inset.filled,,􀾃,XXXXX,2021
,whatsnew,955,100F82,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.bottomright.inset.filled,,􀾂,XXXXX,2021
,whatsnew,956,101073,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.bottomleading.inset.filled,,􁁳,XXXXX,2021
,whatsnew,957,101074,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.bottomtrailing.inset.filled,,􁁴,XXXXX,2021
,whatsnew,958,100F70,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.on.rectangle.portrait,,􀽰,XXXXX,2021
,whatsnew,959,100F71,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.on.rectangle.portrait.fill,,􀽱,XXXXX,2021
,whatsnew,960,100F72,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.on.rectangle.portrait.slash,,􀽲,XXXXX,2021
,whatsnew,961,100F73,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.on.rectangle.portrait.slash.fill,,􀽳,XXXXX,2021
,whatsnew,962,100F74,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.split.2x1,,􀽴,XXXXX,2021
,whatsnew,963,100F75,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.split.2x1.fill,,􀽵,XXXXX,2021
,whatsnew,964,100F76,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.split.2x1.slash,,􀽶,XXXXX,2021
,whatsnew,965,100F77,TRUE,FALSE,,,,,,,,,,,rectangle.portrait.split.2x1.slash.fill,,􀽷,XXXXX,2021
,shapes,966,1.01E+06,TRUE,FALSE,,,,,,,,,,,triangle,,􀛣,XXXXX,2019
,shapes,967,1.01E+07,TRUE,FALSE,,,,,,,,,,,triangle.fill,,􀛤,XXXXX,2019
,whatsnew,968,100695,TRUE,FALSE,,,,,,,,,,,triangle.lefthalf.filled,triangle.lefthalf.fill,􀚕,XXXXX,2021
,whatsnew,969,100696,TRUE,FALSE,,,,,,,,,,,triangle.righthalf.filled,triangle.righthalf.fill,􀚖,XXXXX,2021
,whatsnew,970,101038,TRUE,FALSE,,,,,,,,,,,triangle.tophalf.filled,,􁀸,XXXXX,2021
,whatsnew,971,101039,TRUE,FALSE,,,,,,,,,,,triangle.bottomhalf.filled,,􁀹,XXXXX,2021
,whatsnew,972,100F99,TRUE,FALSE,,,,,,,,,,,triangle.inset.filled,,􀾙,XXXXX,2021
,shapes,973,1007C8,TRUE,FALSE,,,,,,,,,,,diamond,,􀟈,XXXXX,2020
,shapes,974,1007C9,TRUE,FALSE,,,,,,,,,,,diamond.fill,,􀟉,XXXXX,2020
,whatsnew,975,101003,TRUE,FALSE,,,,,,,,,,,diamond.lefthalf.filled,,􁀃,XXXXX,2021
,whatsnew,976,101004,TRUE,FALSE,,,,,,,,,,,diamond.righthalf.filled,,􁀄,XXXXX,2021
,whatsnew,977,101005,TRUE,FALSE,,,,,,,,,,,diamond.tophalf.filled,,􁀅,XXXXX,2021
,whatsnew,978,101006,TRUE,FALSE,,,,,,,,,,,diamond.bottomhalf.filled,,􁀆,XXXXX,2021
,whatsnew,979,100F97,TRUE,FALSE,,,,,,,,,,,diamond.inset.filled,,􀾗,XXXXX,2021
,shapes,980,1007CA,TRUE,FALSE,,,,,,,,,,,octagon,,􀟊,XXXXX,2020
,shapes,981,1007CB,TRUE,FALSE,,,,,,,,,,,octagon.fill,,􀟋,XXXXX,2020
,whatsnew,982,101007,TRUE,FALSE,,,,,,,,,,,octagon.lefthalf.filled,,􁀇,XXXXX,2021
,whatsnew,983,101008,TRUE,FALSE,,,,,,,,,,,octagon.righthalf.filled,,􁀈,XXXXX,2021
,whatsnew,984,10103C,TRUE,FALSE,,,,,,,,,,,octagon.tophalf.filled,,􁀼,XXXXX,2021
,whatsnew,985,10103D,TRUE,FALSE,,,,,,,,,,,octagon.bottomhalf.filled,,􁀽,XXXXX,2021
,shapes,986,10075D,TRUE,FALSE,,,,,,,,,,,hexagon,,􀝝,XXXXX,2019
,shapes,987,10075E,TRUE,FALSE,,,,,,,,,,,hexagon.fill,,􀝞,XXXXX,2019
,whatsnew,988,101009,TRUE,FALSE,,,,,,,,,,,hexagon.lefthalf.filled,,􁀉,XXXXX,2021
,whatsnew,989,10100A,TRUE,FALSE,,,,,,,,,,,hexagon.righthalf.filled,,􁀊,XXXXX,2021
,whatsnew,990,10103E,TRUE,FALSE,,,,,,,,,,,hexagon.tophalf.filled,,􁀾,XXXXX,2021
,whatsnew,991,10103F,TRUE,FALSE,,,,,,,,,,,hexagon.bottomhalf.filled,,􁀿,XXXXX,2021
,"shapes, whatsnew",992,100DBA,TRUE,FALSE,,,,,,,,,,,pentagon,,􀶺,XXXXX,2021
,"shapes, whatsnew",993,100DBB,TRUE,FALSE,,,,,,,,,,,pentagon.fill,,􀶻,XXXXX,2021
,whatsnew,994,10100B,TRUE,FALSE,,,,,,,,,,,pentagon.lefthalf.filled,,􁀋,XXXXX,2021
,whatsnew,995,10100C,TRUE,FALSE,,,,,,,,,,,pentagon.righthalf.filled,,􁀌,XXXXX,2021
,whatsnew,996,10103A,TRUE,FALSE,,,,,,,,,,,pentagon.tophalf.filled,,􁀺,XXXXX,2021
,whatsnew,997,10103B,TRUE,FALSE,,,,,,,,,,,pentagon.bottomhalf.filled,,􁀻,XXXXX,2021
,multicolor,998,100482,TRUE,FALSE,,,,,,,,,,,suit.heart,,􀒂,XXXXX,2019
,multicolor,999,1002BC,TRUE,FALSE,,,,,,,,,,,suit.heart.fill,,􀊼,XXXXX,2019
,multicolor,1000,100483,TRUE,FALSE,,,,,,,,,,,suit.club,,􀒃,XXXXX,2019
,multicolor,1001,1002BD,TRUE,FALSE,,,,,,,,,,,suit.club.fill,,􀊽,XXXXX,2019
,multicolor,1002,100485,TRUE,FALSE,,,,,,,,,,,suit.spade,,􀒅,XXXXX,2019
,multicolor,1003,1002BE,TRUE,FALSE,,,,,,,,,,,suit.spade.fill,,􀊾,XXXXX,2019
,multicolor,1004,100484,TRUE,FALSE,,,,,,,,,,,suit.diamond,,􀒄,XXXXX,2019
,multicolor,1005,1002BF,TRUE,FALSE,,,,,,,,,,,suit.diamond.fill,,􀊿,XXXXX,2019
"love, medical","health, multicolor",1006,1002B4,TRUE,FALSE,,,love,medical,,,,,,,heart,,􀊴,XXXXX,2019
"love, love.fill, medical","health, multicolor",1007,1002B5,TRUE,FALSE,,,love,love.fill,medical,,,,,,heart.fill,,􀊵,XXXXX,2019
"love, love.circle, medical","health, multicolor",1008,1002B8,TRUE,FALSE,,,love,love.circle,medical,,,,,,heart.circle,,􀊸,XXXXX,2019
"love, love.circle.fill, medical","health, multicolor",1009,1002B9,TRUE,FALSE,,,love,love.circle.fill,medical,,,,,,heart.circle.fill,,􀊹,XXXXX,2019
medical,"multicolor, whatsnew",1010,100F31,TRUE,FALSE,,,medical,,,,,,,,heart.square,,􀼱,XXXXX,2021
medical,"multicolor, whatsnew",1011,100F32,TRUE,FALSE,,,medical,,,,,,,,heart.square.fill,,􀼲,XXXXX,2021
medical,"multicolor, whatsnew",1012,1010EA,TRUE,FALSE,,,medical,,,,,,,,heart.rectangle,,􁃪,XXXXX,2021
medical,"multicolor, whatsnew",1013,1010EB,TRUE,FALSE,,,medical,,,,,,,,heart.rectangle.fill,,􁃫,XXXXX,2021
"remove, unlove",,1014,1002B6,TRUE,FALSE,,,remove,unlove,,,,,,,heart.slash,,􀊶,XXXXX,2019
"remove, unlove.fill",,1015,1002B7,TRUE,FALSE,,,remove,unlove.fill,,,,,,,heart.slash.fill,,􀊷,XXXXX,2019
"remove, unlove.circle",,1016,1002BA,TRUE,FALSE,,,remove,unlove.circle,,,,,,,heart.slash.circle,,􀊺,XXXXX,2019
"remove, unlove.circle.fill",multicolor,1017,1002BB,TRUE,FALSE,,,remove,unlove.circle.fill,,,,,,,heart.slash.circle.fill,,􀊻,XXXXX,2019
medical,health,1018,1007BD,TRUE,FALSE,,,medical,,,,,,,,bolt.heart,,􀞽,XXXXX,2020
medical,health,1019,1.01E+08,TRUE,FALSE,,,medical,,,,,,,,bolt.heart.fill,,􀛥,XXXXX,2020
,shapes,1026,1002C0,TRUE,FALSE,,,,,,,,,,,rhombus,,􀋀,XXXXX,2019
,shapes,1027,1002C1,TRUE,FALSE,,,,,,,,,,,rhombus.fill,,􀋁,XXXXX,2019
"favorite, favorites, mail, vip",multicolor,1028,1002C2,TRUE,FALSE,,,favorite,favorites,mail,vip,,,,,star,,􀋂,XXXXX,2019
"favorite, favorites.fill, mail, vip",multicolor,1029,1002C3,TRUE,FALSE,,,favorite,favorites.fill,mail,vip,,,,,star.fill,,􀋃,XXXXX,2019
,whatsnew,1030,1002C4,TRUE,FALSE,,,,,,,,,,,star.leadinghalf.filled,star.fill.left,􀋄,XXXXX,2021
"favorite, favorites.circle",multicolor,1031,1002C5,TRUE,FALSE,,,favorite,favorites.circle,,,,,,,star.circle,,􀋅,XXXXX,2019
"favorite, favorites.circle.fill",multicolor,1032,1002C6,TRUE,FALSE,,,favorite,favorites.circle.fill,,,,,,,star.circle.fill,,􀋆,XXXXX,2019
favorite,,1033,100827,TRUE,FALSE,,,favorite,,,,,,,,star.square,,􀠧,XXXXX,2020
favorite,,1034,100828,TRUE,FALSE,,,favorite,,,,,,,,star.square.fill,,􀠨,XXXXX,2020
"favorite, remove, remove.favorite",,1035,1002C7,TRUE,FALSE,,,favorite,remove,remove.favorite,,,,,,star.slash,,􀋇,XXXXX,2019
"favorite, remove, remove.favorite.fill",,1036,1002C8,TRUE,FALSE,,,favorite,remove,remove.favorite.fill,,,,,,star.slash.fill,,􀋈,XXXXX,2019
favorite,,1037,10046E,TRUE,FALSE,,,favorite,,,,,,,,line.horizontal.star.fill.line.horizontal,,􀑮,XXXXX,2020
"flag, mail","multicolor, objectsandtools",1038,1002C9,TRUE,FALSE,,,flag,mail,,,,,,,flag,,􀋉,XXXXX,2019
"flag.fill, mail","multicolor, objectsandtools",1039,1002CA,TRUE,FALSE,,,flag.fill,mail,,,,,,,flag.fill,,􀋊,XXXXX,2019
"flag.circle, mail","multicolor, objectsandtools",1040,1002CB,TRUE,FALSE,,,flag.circle,mail,,,,,,,flag.circle,,􀋋,XXXXX,2019
"flag.circle.fill, mail","multicolor, objectsandtools",1041,1002CC,TRUE,FALSE,,,flag.circle.fill,mail,,,,,,,flag.circle.fill,,􀋌,XXXXX,2019
,"multicolor, objectsandtools, whatsnew",1042,100F33,TRUE,FALSE,,,,,,,,,,,flag.square,,􀼳,XXXXX,2021
,"multicolor, objectsandtools, whatsnew",1043,100F34,TRUE,FALSE,,,,,,,,,,,flag.square.fill,,􀼴,XXXXX,2021
"mail, remove, remove.flag",objectsandtools,1044,1002CD,TRUE,FALSE,,,mail,remove,remove.flag,,,,,,flag.slash,,􀋍,XXXXX,2019
"mail, remove, remove.flag.fill",objectsandtools,1045,1002CE,TRUE,FALSE,,,mail,remove,remove.flag.fill,,,,,,flag.slash.fill,,􀋎,XXXXX,2019
"remove, remove.flag.circle",objectsandtools,1046,1002CF,TRUE,FALSE,,,remove,remove.flag.circle,,,,,,,flag.slash.circle,,􀋏,XXXXX,2020
"remove, remove.flag.circle.fill","multicolor, objectsandtools",1047,1002D0,TRUE,FALSE,,,remove,remove.flag.circle.fill,,,,,,,flag.slash.circle.fill,,􀋐,XXXXX,2020
,objectsandtools,1048,100914,TRUE,FALSE,,,,,,,,,,,flag.badge.ellipsis,,􀤔,XXXXX,2020
,objectsandtools,1049,100915,TRUE,FALSE,,,,,,,,,,,flag.badge.ellipsis.fill,,􀤕,XXXXX,2020
,"objectsandtools, whatsnew",1050,100DB6,TRUE,FALSE,,,,,,,,,,,flag.2.crossed,,􀶶,XXXXX,2021
,"objectsandtools, whatsnew",1051,100DB7,TRUE,FALSE,,,,,,,,,,,flag.2.crossed.fill,,􀶷,XXXXX,2021
,"objectsandtools, whatsnew",1052,100DB8,TRUE,FALSE,,,,,,,,,,,flag.filled.and.flag.crossed,,􀶸,XXXXX,2021
,"objectsandtools, whatsnew",1053,10105C,TRUE,FALSE,,,,,,,,,,,flag.and.flag.filled.crossed,,􁁜,XXXXX,2021
location.services,"arrows, multicolor",1054,1002D1,TRUE,FALSE,,,location.services,,,,,,,,location,,􀋑,XXXXX,2019
location.services.fill,"arrows, multicolor",1055,1002D2,TRUE,FALSE,,,location.services.fill,,,,,,,,location.fill,,􀋒,XXXXX,2019
orient.to.phone.circle,"arrows, multicolor, whatsnew",1056,100DCC,TRUE,FALSE,,,orient.to.phone.circle,,,,,,,,location.north.circle,,􀷌,XXXXX,2021
orient.to.phone.circle.fill,"arrows, multicolor, whatsnew",1057,100DCD,TRUE,FALSE,,,orient.to.phone.circle.fill,,,,,,,,location.north.circle.fill,,􀷍,XXXXX,2021
"location.services.off, remove",arrows,1058,10062C,TRUE,FALSE,,,location.services.off,remove,,,,,,,location.slash,,􀘬,XXXXX,2019
"location.services.off.fill, remove",arrows,1059,10062D,TRUE,FALSE,,,location.services.off.fill,remove,,,,,,,location.slash.fill,,􀘭,XXXXX,2019
orient.to.phone,"arrows, multicolor",1060,1002D3,TRUE,FALSE,,,orient.to.phone,,,,,,,,location.north,,􀋓,XXXXX,2019
orient.to.phone.fill,"arrows, multicolor",1061,1002D4,TRUE,FALSE,,,orient.to.phone.fill,,,,,,,,location.north.fill,,􀋔,XXXXX,2019
,"arrows, multicolor",1062,1002D5,TRUE,FALSE,,,,,,,,,,,location.circle,,􀋕,XXXXX,2019
,"arrows, multicolor",1063,1002D6,TRUE,FALSE,,,,,,,,,,,location.circle.fill,,􀋖,XXXXX,2019
,"arrows, multicolor, whatsnew",1064,100F3B,TRUE,FALSE,,,,,,,,,,,location.square,,􀼻,XXXXX,2021
,"arrows, multicolor, whatsnew",1065,100F3C,TRUE,FALSE,,,,,,,,,,,location.square.fill,,􀼼,XXXXX,2021
orient.to.north,"arrows, multicolor",1066,1002D7,TRUE,FALSE,,,orient.to.north,,,,,,,,location.north.line,,􀋗,XXXXX,2019
orient.to.north.fill,"arrows, multicolor",1067,1002D8,TRUE,FALSE,,,orient.to.north.fill,,,,,,,,location.north.line.fill,,􀋘,XXXXX,2019
"findable, location","objectsandtools, whatsnew",1068,10105D,TRUE,FALSE,,,findable,location,,,,,,,sensor.tag.radiowaves.forward,,􁁝,XXXXX,2021
"findable, location","objectsandtools, whatsnew",1069,10105E,TRUE,FALSE,,,findable,location,,,,,,,sensor.tag.radiowaves.forward.fill,,􁁞,XXXXX,2021
"mail, notifications, notify","multicolor, objectsandtools",1070,1002D9,TRUE,FALSE,,,mail,notifications,notify,,,,,,bell,,􀋙,XXXXX,2019
"mail, notifications.fill, notify","multicolor, objectsandtools",1071,1002DA,TRUE,FALSE,,,mail,notifications.fill,notify,,,,,,bell.fill,,􀋚,XXXXX,2019
"mail, notifications.circle, notify","multicolor, objectsandtools",1072,1002DB,TRUE,FALSE,,,mail,notifications.circle,notify,,,,,,bell.circle,,􀋛,XXXXX,2019
"mail, notifications.circle.fill, notify","multicolor, objectsandtools",1073,1002DC,TRUE,FALSE,,,mail,notifications.circle.fill,notify,,,,,,bell.circle.fill,,􀋜,XXXXX,2019
,"multicolor, objectsandtools, whatsnew",1074,100F37,TRUE,FALSE,,,,,,,,,,,bell.square,,􀼷,XXXXX,2021
,"multicolor, objectsandtools, whatsnew",1075,100F38,TRUE,FALSE,,,,,,,,,,,bell.square.fill,,􀼸,XXXXX,2021
"mail, notifications.off, remove",objectsandtools,1076,1002DD,TRUE,FALSE,,,mail,notifications.off,remove,,,,,,bell.slash,,􀋝,XXXXX,2019
"mail, notifications.off.fill, remove",objectsandtools,1077,1002DE,TRUE,FALSE,,,mail,notifications.off.fill,remove,,,,,,bell.slash.fill,,􀋞,XXXXX,2019
"notifications.off.circle, remove",objectsandtools,1078,1002DF,TRUE,FALSE,,,notifications.off.circle,remove,,,,,,,bell.slash.circle,,􀋟,XXXXX,2020
"notifications.off.circle.fill, remove","multicolor, objectsandtools",1079,1.00E+03,TRUE,FALSE,,,notifications.off.circle.fill,remove,,,,,,,bell.slash.circle.fill,,􀋠,XXXXX,2020
,"objectsandtools, whatsnew",1080,100EFF,TRUE,FALSE,,,,,,,,,,,bell.and.waveform,,􀻿,XXXXX,2021
,"objectsandtools, whatsnew",1081,100F00,TRUE,FALSE,,,,,,,,,,,bell.and.waveform.fill,,􀼀,XXXXX,2021
notifications,"multicolor, objectsandtools",1082,100756,TRUE,FALSE,,,notifications,,,,,,,,bell.badge,,􀝖,XXXXX,2020
notifications,"multicolor, objectsandtools",1083,100757,TRUE,FALSE,,,notifications,,,,,,,,bell.badge.fill,,􀝗,XXXXX,2020
,"multicolor, objectsandtools, whatsnew",1084,100C37,TRUE,FALSE,,,,,,,,,,,bell.badge.circle,,􀰷,XXXXX,2021
,"multicolor, objectsandtools, whatsnew",1085,100C38,TRUE,FALSE,,,,,,,,,,,bell.badge.circle.fill,,􀰸,XXXXX,2021
tag,objectsandtools,1086,1.00E+04,TRUE,FALSE,,,tag,,,,,,,,tag,,􀋡,XXXXX,2019
tag.fill,objectsandtools,1087,1.00E+05,TRUE,FALSE,,,tag.fill,,,,,,,,tag.fill,,􀋢,XXXXX,2019
tag.circle,objectsandtools,1088,1.00E+06,TRUE,FALSE,,,tag.circle,,,,,,,,tag.circle,,􀋣,XXXXX,2019
tag.circle.fill,"multicolor, objectsandtools",1089,1.00E+07,TRUE,FALSE,,,tag.circle.fill,,,,,,,,tag.circle.fill,,􀋤,XXXXX,2019
,"objectsandtools, whatsnew",1090,100F41,TRUE,FALSE,,,,,,,,,,,tag.square,,􀽁,XXXXX,2021
,"objectsandtools, whatsnew",1091,100F42,TRUE,FALSE,,,,,,,,,,,tag.square.fill,,􀽂,XXXXX,2021
remove,objectsandtools,1092,1009AB,TRUE,FALSE,,,remove,,,,,,,,tag.slash,,􀦫,XXXXX,2020
remove,objectsandtools,1093,1009AC,TRUE,FALSE,,,remove,,,,,,,,tag.slash.fill,,􀦬,XXXXX,2020
"camera, energy, flash, power",nature,1094,1.00E+08,TRUE,FALSE,#N/A,,camera,energy,flash,power,,,,,bolt,,􀋥,XXXXX,2019
"camera, energy, flash.fill, power","multicolor, nature",1095,1.00E+09,TRUE,FALSE,,,camera,energy,flash.fill,power,,,,,bolt.fill,,􀋦,XXXXX,2019
"camera, energy, flash.circle, power","multicolor, nature",1096,1.00E+10,TRUE,FALSE,,,camera,energy,flash.circle,power,,,,,bolt.circle,,􀋧,XXXXX,2019
"camera, energy, flash.circle.fill, power","multicolor, nature",1097,1.00E+11,TRUE,FALSE,,,camera,energy,flash.circle.fill,power,,,,,bolt.circle.fill,,􀋨,XXXXX,2019
"camera, energy, power","multicolor, nature, whatsnew",1098,100F35,TRUE,FALSE,,,camera,energy,power,,,,,,bolt.square,,􀼵,XXXXX,2021
"camera, energy, power","multicolor, nature, whatsnew",1099,100F36,TRUE,FALSE,,,camera,energy,power,,,,,,bolt.square.fill,,􀼶,XXXXX,2021
,"objectsandtools, whatsnew",1100,1010D7,TRUE,FALSE,,,,,,,,,,,bolt.shield,,􁃗,XXXXX,2021
,"objectsandtools, whatsnew",1101,1010D8,TRUE,FALSE,,,,,,,,,,,bolt.shield.fill,,􁃘,XXXXX,2021
"camera, energy, flash.off, power, remove",nature,1102,1.00E+12,TRUE,FALSE,,,camera,energy,flash.off,power,remove,,,,bolt.slash,,􀋩,XXXXX,2019
"camera, energy, flash.off.fill, power, remove",nature,1103,1002EA,TRUE,FALSE,,,camera,energy,flash.off.fill,power,remove,,,,bolt.slash.fill,,􀋪,XXXXX,2019
"camera, energy, flash.off.circle, power, remove",nature,1104,1002EB,TRUE,FALSE,,,camera,energy,flash.off.circle,power,remove,,,,bolt.slash.circle,,􀋫,XXXXX,2020
"camera, energy, flash.off.circle.fill, power, remove","multicolor, nature",1105,1002EC,TRUE,FALSE,,,camera,energy,flash.off.circle.fill,power,remove,,,,bolt.slash.circle.fill,,􀋬,XXXXX,2020
"camera, flash.auto",,1106,100633,TRUE,FALSE,,,camera,flash.auto,,,,,,,bolt.badge.a,,􀘳,XXXXX,2019
"camera, flash.auto.fill",,1107,100634,TRUE,FALSE,,,camera,flash.auto.fill,,,,,,,bolt.badge.a.fill,,􀘴,XXXXX,2019
disconnect,connectivity,1108,100497,TRUE,FALSE,,,disconnect,,,,,,,,bolt.horizontal,,􀒗,XXXXX,2019
disconnect.fill,connectivity,1109,100498,TRUE,FALSE,,,disconnect.fill,,,,,,,,bolt.horizontal.fill,,􀒘,XXXXX,2019
disconnect.circle,connectivity,1110,100499,TRUE,FALSE,,,disconnect.circle,,,,,,,,bolt.horizontal.circle,,􀒙,XXXXX,2019
disconnect.circle.fill,"connectivity, multicolor",1111,10049A,TRUE,FALSE,,,disconnect.circle.fill,,,,,,,,bolt.horizontal.circle.fill,,􀒚,XXXXX,2019
"quick look, quicklook, show","health, human",1112,1002ED,TRUE,FALSE,,,quick look,quicklook,show,,,,,,eye,,􀋭,XXXXX,2019
"quick look, quicklook, show, show.fill","health, human",1113,1002EE,TRUE,FALSE,,,quick look,quicklook,show,show.fill,,,,,eye.fill,,􀋮,XXXXX,2019
show.circle,"health, human",1114,1006FF,TRUE,FALSE,,,show.circle,,,,,,,,eye.circle,,􀛿,XXXXX,2020
show.circle.fill,"health, human, multicolor",1115,100700,TRUE,FALSE,,,show.circle.fill,,,,,,,,eye.circle.fill,,􀜀,XXXXX,2020
,"health, human, whatsnew",1116,100F47,TRUE,FALSE,,,,,,,,,,,eye.square,,􀽇,XXXXX,2021
,"health, human, whatsnew",1117,100F48,TRUE,FALSE,,,,,,,,,,,eye.square.fill,,􀽈,XXXXX,2021
"hidden, hide, remove, remove red eye","editing, human",1118,1002EF,TRUE,FALSE,,,hidden,hide,remove,remove red eye,,,,,eye.slash,,􀋯,XXXXX,2019
"hidden, hide, hide.fill, remove, remove red eye","editing, human",1119,1002F0,TRUE,FALSE,,,hidden,hide,hide.fill,remove,remove red eye,,,,eye.slash.fill,,􀋰,XXXXX,2019
"hidden, hide.circle, remove","human, whatsnew",1120,100701,TRUE,FALSE,,,hidden,hide.circle,remove,,,,,,eye.slash.circle,,􀜁,XXXXX,2021
"hidden, hide.circle.fill, remove","human, multicolor, whatsnew",1121,100702,TRUE,FALSE,,,hidden,hide.circle.fill,remove,,,,,,eye.slash.circle.fill,,􀜂,XXXXX,2021
"!, warning","health, human, multicolor, whatsnew",1122,101094,TRUE,FALSE,,,!,warning,,,,,,,eye.trianglebadge.exclamationmark,,􁂔,XXXXX,2021
"!, warning","health, human, multicolor, whatsnew",1123,101095,TRUE,FALSE,,,!,warning,,,,,,,eye.trianglebadge.exclamationmark.fill,,􁂕,XXXXX,2021
,"human, whatsnew",1124,100FA0,TRUE,FALSE,,,,,,,,,,,tshirt,,􀾠,XXXXX,2021
,"human, whatsnew",1125,100FA1,TRUE,FALSE,,,,,,,,,,,tshirt.fill,,􀾡,XXXXX,2021
,human,1126,1009A7,TRUE,FALSE,,,,,,,,,,,eyes,,􀦧,XXXXX,2020
,human,1127,100A2D,TRUE,FALSE,,,,,,,,,,,eyes.inverse,,􀨭,XXXXX,2020
,human,1128,1009AD,TRUE,FALSE,,,,,,,,,,,eyebrow,,􀦭,XXXXX,2020
,human,1129,100A2F,TRUE,FALSE,,,,,,,,,,,nose,,􀨯,XXXXX,2020
,human,1130,100A30,TRUE,FALSE,,,,,,,,,,,nose.fill,,􀨰,XXXXX,2020
,human,1131,10097F,TRUE,FALSE,,,,,,,,,,,mustache,,􀥿,XXXXX,2020
,human,1132,100980,TRUE,FALSE,,,,,,,,,,,mustache.fill,,􀦀,XXXXX,2020
,human,1133,1009A9,TRUE,FALSE,,,,,,,,,,,mouth,,􀦩,XXXXX,2020
,human,1134,1009AA,TRUE,FALSE,,,,,,,,,,,mouth.fill,,􀦪,XXXXX,2020
reading.list,objectsandtools,1135,100586,TRUE,FALSE,,,reading.list,,,,,,,,eyeglasses,,􀖆,XXXXX,2019
,"health, objectsandtools, whatsnew",1136,1010CC,TRUE,FALSE,,,,,,,,,,,facemask,,􁃌,XXXXX,2021
,"health, objectsandtools, whatsnew",1137,1010CD,TRUE,FALSE,,,,,,,,,,,facemask.fill,,􁃍,XXXXX,2021
,"health, human, whatsnew",1138,100BCF,TRUE,FALSE,,,,,,,,,,,brain.head.profile,,􀯏,XXXXX,2021
,"health, human, whatsnew",1139,100BD0,TRUE,FALSE,,,,,,,,,,,brain,,􀯐,XXXXX,2021
icloud,connectivity,1140,10030B,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,icloud,,,,,,,,icloud,,􀌋,XXXXX,2019
icloud.fill,"connectivity, multicolor",1141,10030C,TRUE,FALSE,This symbol may not be modified and may only be used to refer to Apple’s iCloud service.,,icloud.fill,,,,,,,,icloud.fill,,􀌌,XXXXX,2019
